date,open,high,low,close,adjclose,volume
2021-06-01,133.47000122070312,135.35000610351562,130.24000549316406,130.77999877929688,128.25474548339844,1090900
2021-06-02,130.24000549316406,132.0500030517578,129.35000610351562,131.00999450683594,128.48028564453125,803700
2021-06-03,129.00999450683594,129.63999938964844,126.93000030517578,128.32000732421875,125.84223175048828,1141000
2021-06-04,127.56999969482422,131.97999572753906,127.13999938964844,131.67999267578125,129.13734436035156,1039000
2021-06-07,131.35000610351562,131.69000244140625,130.13999938964844,130.8000030517578,128.27435302734375,711300
2021-06-08,131.8300018310547,132.5,125.19999694824219,126.77999877929688,124.33197784423828,1930200
2021-06-09,126.80000305175781,128.44000244140625,124.66999816894531,124.70999908447266,122.30194854736328,1245800
2021-06-10,124.68000030517578,128.2100067138672,124.19000244140625,127.87000274658203,125.40093231201172,1857800
2021-06-11,128.6699981689453,128.67999267578125,126.45999908447266,127.9800033569336,125.5088119506836,1497600
2021-06-14,128.0,131.5399932861328,127.68000030517578,131.47999572753906,128.9412078857422,1035200
2021-06-15,131.4199981689453,132.5500030517578,129.85000610351562,130.30999755859375,127.7938232421875,1098000
2021-06-16,131.25999450683594,132.2100067138672,127.16000366210938,128.27999877929688,125.80302429199219,1051900
2021-06-17,127.91999816894531,130.02000427246094,126.83000183105469,129.58999633789062,127.08772277832031,1379800
2021-06-18,127.62999725341797,129.32000732421875,123.52999877929688,124.86000061035156,122.44905090332031,2771000
2021-06-21,125.30999755859375,126.37000274658203,124.16000366210938,126.22000122070312,123.78278350830078,1589700
2021-06-22,126.05000305175781,126.70999908447266,124.56999969482422,125.95999908447266,123.5278091430664,1313700
2021-06-23,125.6500015258789,127.83999633789062,125.6500015258789,127.19999694824219,124.74388122558594,913400
2021-06-24,128.69000244140625,130.99000549316406,128.32000732421875,130.61000061035156,128.08802795410156,1339800
2021-06-25,131.4499969482422,132.6999969482422,128.35000610351562,129.5500030517578,127.04849243164062,2613200
2021-06-28,131.30999755859375,133.4600067138672,130.49000549316406,132.75,130.1866912841797,1388900
2021-06-29,132.27000427246094,135.19000244140625,131.9499969482422,134.30999755859375,131.71656799316406,1314400
2021-06-30,134.6999969482422,134.9499969482422,132.4600067138672,133.9600067138672,131.37332153320312,838700
2021-07-01,133.4499969482422,133.8699951171875,129.24000549316406,129.3800048828125,126.88178253173828,1262800
2021-07-02,130.88999938964844,131.0,127.95999908447266,128.52999877929688,126.04821014404297,928200
2021-07-06,128.6699981689453,128.99000549316406,124.56999969482422,126.47000122070312,124.0279769897461,1599800
2021-07-07,127.94000244140625,127.94000244140625,122.8499984741211,123.44000244140625,121.05648040771484,2780700
2021-07-08,120.37999725341797,123.68000030517578,119.1500015258789,122.81999969482422,120.44844818115234,1458300
