Date,BTC,ETH,SOL,DOGE,LINK,ADA,XLM,BCH,LTC,ZEC,DOT,UNI,AAVE,ETC,FIL,ATOM,ALGO,ICP,AVAX,NEAR,INJ,HBAR,APT,SUI,XRP
2022-11-15,16877.93,1251.74,14.29,0.08695,6.412,0.3369,0.092374,103.74,57.95,40.76,5.917,6.27,60.97,20.55,4.383,10.539,0.2812,3.971,13.51,1.976,1.802,0.04911,4.34,,
2022-11-16,16645.24,1215.21,14.26,0.08543,6.173,0.3316,0.089669,104.34,57.45,38.94,5.704,5.946,58.27,19.9,4.328,10.141,0.2755,3.872,13.06,1.922,1.737,0.04809,4.54,,
2022-11-17,16680.47,1199.44,13.64,0.08457,6.219,0.3248,0.090332,103.78,62.56,39.63,5.667,5.724,58.53,19.65,4.313,9.906,0.2675,3.752,12.86,1.831,1.716,0.04849,4.66,,
2022-11-18,16680.59,1210.93,13.25,0.08465,6.179,0.3257,0.089095,104.55,62.55,39.11,5.636,5.841,58.23,19.55,4.341,9.958,0.2975,3.83,12.99,1.782,1.737,0.04827,4.72,,
2022-11-19,16683.02,1216.12,12.82,0.0844,6.138,0.3277,0.090401,104.68,63.9,39.76,5.594,5.751,58.66,19.49,4.379,9.989,0.2979,3.962,12.87,1.748,1.704,0.04871,4.6,,
2022-11-20,16252.53,1140.07,12.26,0.07692,5.761,0.3117,0.086355,104.75,61.99,37.99,5.286,5.422,55.97,18.17,4.161,9.336,0.2562,3.606,12.17,1.566,1.569,0.04607,4.1,,
2022-11-21,15760.14,1105.91,11.82,0.07458,5.868,0.3043,0.084177,103.16,61.24,37.55,5.181,5.182,55.79,18.0,4.162,9.003,0.2445,3.621,11.79,1.56,1.563,0.04504,4.05,,
2022-11-22,16199.71,1138.17,12.43,0.07866,6.415,0.3122,0.087026,109.25,70.55,39.89,5.276,5.304,57.38,18.46,4.318,9.536,0.241,3.721,12.33,1.624,1.604,0.04654,4.31,,
2022-11-23,16587.0,1183.53,14.32,0.08187,6.7,0.3181,0.088577,114.81,78.9,43.21,5.429,5.479,58.34,20.32,4.439,9.924,0.2472,3.916,13.06,1.689,1.699,0.04839,4.44,,
2022-11-24,16587.61,1202.81,14.59,0.08138,6.823,0.3159,0.089964,115.78,78.6,43.79,5.386,5.448,58.08,20.2,4.388,10.146,0.242,3.876,12.94,1.642,1.665,0.04952,4.42,,
2022-11-25,16510.9,1198.66,14.02,0.08947,6.846,0.3145,0.089104,113.8,74.04,41.4,5.264,5.407,59.1,20.09,4.295,10.02,0.2436,3.922,12.82,1.645,1.613,0.04902,4.43,,
2022-11-26,16450.93,1204.8,14.17,0.08887,7.152,0.3136,0.08798,112.34,76.43,41.29,5.298,5.413,61.74,19.89,4.303,10.1,0.2408,3.886,12.76,1.609,1.605,0.04932,4.77,,
2022-11-27,16419.88,1193.3,14.11,0.09861,6.898,0.3125,0.090082,111.1,74.88,40.54,5.299,5.393,61.49,19.8,4.339,9.92,0.24,3.893,12.85,1.612,1.576,0.04909,4.79,,
2022-11-28,16206.3,1167.24,13.33,0.09506,7.194,0.3064,0.087187,109.91,73.91,39.54,5.13,5.283,60.15,19.29,4.253,9.855,0.2359,3.852,12.44,1.59,1.504,0.04844,4.47,,
2022-11-29,16438.0,1215.91,13.35,0.10142,7.314,0.309,0.088473,110.8,75.77,40.16,5.306,5.452,61.65,19.49,4.347,10.175,0.2406,3.966,12.46,1.605,1.611,0.0494,4.69,,
2022-11-30,17167.33,1294.77,14.17,0.10676,7.672,0.3189,0.0898,113.44,79.23,43.41,5.468,5.855,65.3,20.27,4.419,10.495,0.2477,4.097,13.15,1.722,1.762,0.05064,4.78,,
2022-12-01,16980.08,1276.48,13.52,0.10163,7.68,0.3145,0.087632,110.39,77.59,44.92,5.408,5.918,63.65,19.75,4.393,10.275,0.2408,4.117,12.9,1.743,1.692,0.04918,4.66,,
2022-12-02,17094.71,1295.63,13.72,0.10213,7.609,0.3191,0.088096,111.96,77.94,46.12,5.622,6.345,65.7,19.8,4.647,10.369,0.2441,4.285,13.58,1.757,1.685,0.04884,4.9,,
2022-12-03,16888.53,1240.91,13.3,0.09969,7.24,0.3196,0.08631,109.68,76.48,45.51,5.496,6.092,62.76,19.23,4.428,10.024,0.2377,4.137,13.41,1.667,1.608,0.04755,5.11,,
2022-12-04,17108.9,1279.68,13.71,0.1041,7.447,0.3224,0.087659,111.21,77.13,45.85,5.593,6.261,64.4,19.47,4.574,10.258,0.2394,4.345,13.93,1.724,1.63,0.04808,5.19,,
2022-12-05,16966.05,1259.23,13.82,0.10149,7.275,0.3195,0.08694,110.49,80.21,46.43,5.487,6.172,64.36,19.45,4.522,10.265,0.2364,4.431,13.6,1.717,1.649,0.04862,5.17,,
2022-12-06,17089.05,1271.19,14.29,0.1002,7.132,0.3183,0.086022,112.08,79.88,46.15,5.499,6.184,63.94,19.55,4.591,10.162,0.2337,4.381,13.68,1.791,1.654,0.04819,5.03,,
2022-12-07,16840.0,1231.56,13.5,0.09575,6.883,0.3104,0.084251,109.21,76.91,43.7,5.295,5.999,61.39,18.71,4.351,9.617,0.2211,4.175,13.28,1.691,1.586,0.04709,4.82,,
2022-12-08,17226.01,1280.33,13.69,0.0985,7.0,0.3145,0.085535,111.86,78.29,45.01,5.429,6.185,62.88,19.19,4.395,9.832,0.2244,4.284,13.43,1.705,1.64,0.04788,4.92,,
2022-12-09,17130.59,1262.95,13.58,0.0967,6.864,0.3119,0.085154,109.85,76.32,45.71,5.295,6.166,61.48,19.19,4.437,9.76,0.2258,4.375,13.46,1.698,1.648,0.04801,4.82,,
2022-12-10,17128.1,1266.45,13.57,0.09629,6.856,0.3126,0.085185,109.13,76.37,45.5,5.276,6.08,61.33,19.14,4.378,9.942,0.2267,4.408,13.49,1.704,1.671,0.04833,4.79,,
2022-12-11,17085.21,1262.92,13.42,0.09264,6.701,0.3075,0.083765,106.2,76.51,44.86,5.162,5.925,59.69,18.9,4.285,9.532,0.2226,4.218,12.98,1.63,1.615,0.04784,4.66,,
2022-12-12,17211.66,1275.72,13.33,0.09029,6.701,0.307,0.084278,106.26,76.23,45.98,5.172,5.928,60.08,18.57,4.268,9.626,0.2183,4.175,13.0,1.631,1.667,0.04737,4.54,,
2022-12-13,17773.18,1320.47,13.89,0.09103,6.923,0.3141,0.083948,110.3,77.38,46.25,5.283,6.101,62.0,19.24,4.322,9.749,0.2238,4.167,13.76,1.708,1.655,0.04778,4.64,,
2022-12-14,17804.97,1307.47,14.12,0.08825,6.721,0.308,0.083007,109.12,75.37,46.32,5.214,5.913,62.57,18.76,4.229,9.594,0.2209,3.99,13.71,1.659,1.611,0.04671,4.69,,
2022-12-15,17357.96,1266.48,14.05,0.08486,6.458,0.3003,0.081946,107.26,72.44,45.92,5.23,5.797,61.0,18.17,4.15,9.428,0.21,3.929,13.17,1.588,1.575,0.04582,4.66,,
2022-12-16,16632.64,1166.98,12.24,0.07579,5.891,0.2637,0.074234,100.15,66.26,40.96,4.655,5.298,54.73,15.95,3.057,8.59,0.185,3.56,11.85,1.37,1.406,0.04209,4.04,,
2022-12-17,16782.25,1187.06,12.51,0.07923,6.029,0.2677,0.075747,103.15,64.91,43.05,4.708,5.383,55.58,16.23,3.196,8.807,0.1947,3.684,11.96,1.396,1.433,0.04304,4.08,,
2022-12-18,16741.16,1183.32,12.37,0.07845,5.952,0.2661,0.07649,102.06,64.43,43.45,4.656,5.335,55.89,15.97,3.048,8.868,0.1882,3.688,11.94,1.364,1.409,0.04384,4.06,,
2022-12-19,16439.74,1167.6,11.94,0.07136,5.787,0.2529,0.073295,98.43,63.36,42.14,4.479,5.092,53.77,15.22,2.815,8.642,0.1742,3.497,11.39,1.259,1.308,0.04086,3.8,,
2022-12-20,16897.65,1216.69,12.26,0.07488,6.012,0.2587,0.075947,101.63,65.58,42.12,4.606,5.359,55.64,15.95,2.975,8.952,0.1787,3.717,11.95,1.343,1.378,0.04279,3.89,,
2022-12-21,16826.56,1213.7,12.14,0.07371,5.988,0.2534,0.075136,100.32,65.39,41.36,4.486,5.319,55.98,16.61,2.978,8.863,0.1703,3.719,11.71,1.304,1.324,0.04274,3.77,,
2022-12-22,16815.51,1217.5,11.8,0.07685,6.005,0.2567,0.0757,101.5,66.18,39.34,4.53,5.363,55.66,16.49,2.996,8.994,0.1719,3.742,11.83,1.321,1.328,0.04343,3.73,,
2022-12-23,16777.21,1219.92,11.78,0.0772,5.938,0.2594,0.075348,101.95,65.73,39.37,4.472,5.262,54.54,16.4,2.969,8.915,0.1698,3.667,11.78,1.342,1.317,0.04354,3.75,,
2022-12-24,16837.12,1220.51,11.45,0.07749,5.915,0.2591,0.074352,101.67,65.76,39.77,4.453,5.199,54.38,16.45,2.934,8.96,0.1676,3.749,11.67,1.338,1.315,0.04381,3.69,,
2022-12-25,16829.02,1218.37,11.39,0.07599,5.99,0.2592,0.07383,101.41,69.16,40.02,4.491,5.158,54.4,16.19,2.962,9.011,0.1655,3.764,11.69,1.332,1.306,0.04351,3.57,,
2022-12-26,16917.96,1227.58,11.33,0.07566,6.048,0.2653,0.075217,103.46,70.76,40.28,4.572,5.202,55.95,16.24,3.001,9.187,0.1715,3.856,11.72,1.364,1.315,0.04394,3.65,,
2022-12-27,16698.73,1210.99,11.09,0.07365,5.9,0.2603,0.074062,101.7,68.66,38.82,4.478,5.19,57.48,15.85,3.071,9.214,0.17,3.838,11.66,1.361,1.27,0.04229,3.6,,
2022-12-28,16539.66,1189.24,9.76,0.07036,5.672,0.2482,0.071675,99.12,66.3,37.47,4.285,4.973,53.73,15.12,2.99,9.124,0.167,3.958,11.21,1.314,1.252,0.04065,3.23,,
2022-12-29,16627.54,1199.74,9.64,0.07088,5.598,0.2438,0.071999,98.48,66.65,37.97,4.304,5.046,54.38,15.69,2.977,9.328,0.1647,4.017,10.97,1.296,1.284,0.0393,3.23,,
2022-12-30,16600.1,1199.1,9.92,0.06837,5.472,0.2455,0.072358,96.66,67.93,38.03,4.32,5.1,52.44,15.54,2.983,9.375,0.1692,4.122,10.87,1.276,1.273,0.03752,3.4,,
2022-12-31,16530.35,1195.25,9.97,0.07019,5.569,0.2457,0.071008,97.0,70.09,37.23,4.305,5.162,51.89,15.7,3.008,9.348,0.1725,3.938,10.89,1.252,1.271,0.0365,3.46,,
2023-01-01,16611.58,1199.92,9.99,0.0702,5.629,0.2499,0.072484,96.77,70.89,37.26,4.371,5.248,52.13,15.78,3.11,9.456,0.1773,4.02,10.87,1.275,1.277,0.03805,3.52,,
2023-01-02,16666.95,1213.69,11.29,0.07135,5.689,0.2537,0.073728,99.28,74.71,39.57,4.491,5.372,52.98,16.09,3.149,9.812,0.1807,4.013,11.16,1.314,1.298,0.03891,3.75,,
2023-01-03,16669.47,1214.21,13.39,0.07047,5.623,0.2527,0.073564,99.6,75.51,40.04,4.523,5.373,53.04,15.89,3.093,10.153,0.1841,3.911,11.39,1.333,1.303,0.03805,3.81,,
2023-01-04,16844.42,1256.34,13.42,0.07307,5.807,0.2679,0.073788,101.52,75.41,40.69,4.629,5.527,56.74,19.19,3.357,10.191,0.1868,3.943,12.09,1.543,1.356,0.03848,3.82,,
2023-01-05,16825.69,1250.88,13.43,0.0715,5.659,0.2692,0.07291,101.16,74.23,39.78,4.619,5.374,55.45,18.23,3.286,10.078,0.1836,3.815,11.73,1.523,1.353,0.03831,3.71,,
2023-01-06,16948.06,1268.84,13.5,0.07241,5.713,0.2786,0.075024,101.62,75.89,41.4,4.683,5.517,56.41,20.41,3.34,10.253,0.189,3.901,11.78,1.59,1.37,0.03916,3.86,,
2023-01-07,16942.37,1263.94,13.1,0.07218,5.828,0.2768,0.07561,101.51,76.36,41.53,4.665,5.416,56.04,20.03,3.298,10.195,0.1939,4.016,11.75,1.559,1.376,0.03965,3.84,,
2023-01-08,17125.18,1289.92,14.47,0.07358,5.961,0.2974,0.077204,103.66,78.6,42.77,4.825,5.578,59.22,20.38,3.448,10.549,0.1993,4.112,12.09,1.647,1.417,0.04183,3.92,,
2023-01-09,17177.98,1320.02,16.25,0.07563,6.063,0.3167,0.079276,106.82,81.59,43.11,4.887,5.785,61.15,20.09,3.775,11.107,0.1996,4.243,12.19,1.64,1.441,0.04444,5.2,,
2023-01-10,17443.5,1335.56,16.21,0.07783,6.168,0.3224,0.079579,107.35,80.86,44.04,4.919,5.781,61.85,20.22,3.761,11.331,0.2038,4.319,12.74,1.642,1.443,0.04458,5.47,,
2023-01-11,17944.27,1389.24,16.36,0.07817,6.281,0.3231,0.081375,109.82,84.07,44.19,5.131,5.917,64.15,20.52,3.733,11.861,0.2102,4.341,15.87,1.819,1.457,0.0458,5.3,,
2023-01-12,18847.75,1416.05,16.6,0.08026,6.383,0.3295,0.081601,119.64,86.1,45.39,5.233,6.175,67.77,20.88,3.855,12.271,0.2123,4.507,15.45,1.83,1.518,0.04766,6.48,,
2023-01-13,19934.88,1451.78,18.3,0.08453,6.605,0.3455,0.084629,124.58,86.26,45.41,5.399,6.306,71.1,21.62,4.019,12.403,0.2207,4.605,15.97,1.955,1.563,0.0506,6.82,,
2023-01-14,20957.02,1550.06,24.25,0.08729,6.859,0.3526,0.087334,125.82,87.85,46.79,6.028,6.627,75.95,22.52,4.809,12.88,0.2291,5.066,16.95,2.251,1.623,0.05316,7.72,,
2023-01-15,20879.7,1552.89,22.88,0.08609,6.699,0.3508,0.088019,124.92,87.37,44.77,5.927,6.595,79.26,22.41,4.701,12.78,0.2404,5.147,16.81,2.242,1.655,0.05236,7.99,,
2023-01-16,21187.5,1576.85,23.59,0.08369,6.67,0.3505,0.087707,124.18,85.94,42.46,5.81,6.534,80.62,21.87,4.573,12.344,0.2341,5.033,16.75,2.191,1.64,0.05371,8.12,,
2023-01-17,21136.33,1565.68,22.86,0.08283,6.805,0.3457,0.086272,122.78,87.0,44.6,5.955,6.346,85.61,21.83,4.629,12.157,0.2284,5.095,17.13,2.154,1.601,0.05438,7.6,,
2023-01-18,20674.29,1510.83,20.78,0.07996,6.335,0.3266,0.082379,118.68,82.64,43.0,5.649,6.041,81.88,20.39,4.25,11.535,0.2086,4.944,15.81,1.972,1.488,0.054,7.63,,
2023-01-19,21084.22,1550.98,21.39,0.0816,6.508,0.3381,0.084388,121.71,84.23,44.47,5.801,6.162,81.28,20.75,4.399,12.014,0.217,5.14,16.18,2.095,1.537,0.06126,7.87,,
2023-01-20,22669.81,1658.25,25.51,0.08619,6.944,0.3651,0.08892,128.08,90.29,48.05,6.249,6.673,87.6,22.47,4.738,13.141,0.2393,5.497,17.5,2.388,1.656,0.07245,10.95,,
2023-01-21,22789.37,1626.8,24.56,0.08467,6.853,0.3688,0.090317,127.89,87.93,47.96,6.241,6.668,84.47,21.81,4.95,13.094,0.2389,5.412,16.88,2.323,1.733,0.07178,11.74,,
2023-01-22,22714.87,1627.88,24.22,0.08823,6.986,0.3765,0.091019,128.66,87.6,47.33,6.211,6.894,85.34,22.58,5.429,13.325,0.2458,5.545,17.35,2.396,1.945,0.06899,13.31,,
2023-01-23,22920.29,1626.55,24.34,0.08853,7.015,0.375,0.094542,133.31,89.94,46.85,6.566,6.719,86.62,22.77,5.425,13.067,0.2496,5.805,17.98,2.544,2.001,0.06834,12.69,,
2023-01-24,22636.17,1556.09,22.77,0.08388,6.66,0.3589,0.09047,128.17,87.24,44.49,6.191,6.299,79.89,21.2,4.995,12.451,0.2365,5.515,16.99,2.354,1.84,0.06266,12.36,,
2023-01-25,23062.36,1612.54,24.53,0.08655,6.96,0.3733,0.092364,131.91,89.41,45.38,6.397,6.599,85.86,21.86,5.452,13.582,0.2447,5.765,17.79,2.544,2.253,0.06705,18.4,,
2023-01-26,23010.47,1601.1,24.35,0.08636,7.169,0.3796,0.091887,133.9,87.54,46.74,6.473,6.74,88.88,22.0,5.437,13.109,0.2452,5.83,18.09,2.521,2.588,0.06698,18.15,,
2023-01-27,23084.4,1598.18,24.44,0.08728,7.384,0.3899,0.092499,135.3,88.93,46.56,6.587,6.874,87.3,22.02,5.397,13.533,0.2545,6.066,21.18,2.56,2.567,0.0695,17.74,,
2023-01-28,23028.95,1572.3,24.01,0.08777,7.206,0.3819,0.092744,132.75,89.7,45.33,6.396,6.628,84.21,21.72,5.276,13.223,0.2574,6.096,20.53,2.47,2.502,0.06683,17.83,,
2023-01-29,23745.8,1644.89,26.07,0.09008,7.374,0.3975,0.094385,136.53,94.85,47.12,6.609,6.924,87.61,22.73,5.479,13.809,0.2618,6.241,21.0,2.57,2.544,0.06941,18.33,,
2023-01-30,22836.03,1566.23,23.96,0.08833,6.917,0.3725,0.089975,131.16,91.38,44.54,6.19,6.517,81.21,21.37,5.102,13.072,0.2391,5.777,19.75,2.307,2.801,0.06416,17.22,,
2023-01-31,23128.86,1585.39,23.93,0.09611,6.954,0.3902,0.09066,133.19,94.13,45.11,6.262,6.557,82.97,21.7,5.231,13.366,0.2413,5.868,19.8,2.329,3.144,0.06452,16.74,,
2023-02-01,23735.97,1642.05,25.0,0.09404,7.21,0.397,0.092295,136.15,100.33,47.11,6.467,6.817,88.44,22.41,5.703,14.928,0.2512,6.058,20.97,2.429,3.86,0.06963,18.25,,
2023-02-02,23493.84,1643.19,24.32,0.09104,7.098,0.3981,0.091916,136.79,98.6,45.86,6.545,7.115,88.23,22.42,5.481,14.408,0.2552,5.787,21.2,2.443,3.628,0.06703,17.23,,
2023-02-03,23433.54,1663.69,24.69,0.09293,7.29,0.4037,0.092886,137.92,99.87,46.97,7.01,7.058,91.12,23.17,5.678,14.992,0.271,5.87,21.36,2.506,3.746,0.0725,17.0,,
2023-02-04,23328.87,1666.83,24.34,0.09565,7.24,0.3995,0.09292,138.05,98.52,46.52,6.874,7.203,88.94,23.85,5.526,14.666,0.267,5.795,21.02,2.5,3.894,0.07334,16.49,,
2023-02-05,22936.34,1629.37,23.48,0.09206,6.988,0.3926,0.090963,134.44,96.7,44.21,6.639,6.892,85.67,22.86,5.303,14.747,0.2573,5.628,20.09,2.389,3.622,0.06994,15.44,,
2023-02-06,22764.07,1614.5,22.65,0.0896,6.838,0.3824,0.08882,131.67,95.93,43.29,6.499,6.649,84.12,22.11,5.126,14.136,0.2547,5.449,19.57,2.307,3.477,0.06755,14.95,,
2023-02-07,23244.67,1671.28,23.84,0.09255,7.196,0.3991,0.092009,135.92,100.82,46.87,6.938,6.979,88.71,23.2,5.536,14.949,0.28,5.852,20.84,2.492,4.145,0.07488,16.05,,
2023-02-08,22964.38,1650.65,23.23,0.09018,7.138,0.3942,0.091009,131.63,99.21,45.23,6.758,6.82,87.06,22.67,5.452,15.146,0.29,5.736,20.11,2.641,3.727,0.07541,15.09,,
2023-02-09,21800.63,1545.54,20.48,0.08144,6.983,0.3621,0.085677,126.76,92.07,42.83,6.232,6.331,77.83,20.91,4.788,13.532,0.2547,5.078,17.91,2.268,3.295,0.07163,13.32,,
2023-02-10,21628.97,1513.04,20.11,0.0809,6.893,0.3582,0.085647,124.32,93.29,43.48,6.181,6.367,78.6,20.99,4.848,13.694,0.2511,5.076,17.77,2.248,3.131,0.07602,13.65,,
2023-02-11,21863.73,1538.86,20.83,0.08227,7.005,0.3686,0.086239,124.88,94.31,45.56,6.277,6.481,79.42,21.52,5.101,13.754,0.2567,5.265,18.02,2.283,3.387,0.09149,13.89,,
2023-02-12,21789.8,1515.25,21.49,0.08218,6.812,0.3641,0.085199,122.84,92.49,46.1,6.182,6.344,77.36,21.04,4.919,13.545,0.2473,5.511,17.78,2.236,3.371,0.08673,13.12,,
2023-02-13,21789.14,1506.29,20.8,0.08216,6.68,0.3596,0.085116,123.92,91.13,43.56,6.148,6.254,82.55,20.7,4.872,13.136,0.2437,5.348,17.64,2.189,3.273,0.08604,13.74,,
2023-02-14,22206.27,1556.67,21.84,0.08361,6.812,0.387,0.085981,126.69,95.86,43.62,6.236,6.594,83.15,21.3,5.093,13.401,0.2534,5.532,18.15,2.251,3.479,0.08768,14.75,,
2023-02-15,24329.04,1674.88,23.87,0.08927,7.283,0.4204,0.090168,134.8,102.86,46.2,6.616,6.929,89.47,22.48,5.482,14.301,0.2724,6.036,19.95,2.514,3.947,0.09161,15.95,,
2023-02-16,23516.15,1637.83,22.25,0.0849,7.015,0.3874,0.08626,127.95,98.58,43.56,6.326,6.473,84.19,21.36,5.404,13.426,0.2576,5.935,18.6,2.309,3.658,0.08396,14.7,,
2023-02-17,24577.6,1694.37,23.16,0.08775,7.649,0.4035,0.090702,133.4,100.16,45.19,7.289,6.737,86.38,22.42,7.624,14.171,0.2713,7.318,19.45,2.46,4.032,0.08539,14.73,,
2023-02-18,24636.23,1691.82,23.46,0.08886,7.988,0.406,0.091777,136.13,99.75,46.02,7.233,6.968,91.06,22.65,7.533,14.293,0.2729,7.054,19.54,2.576,4.419,0.08653,14.44,,
2023-02-19,24281.31,1680.23,24.85,0.08704,8.008,0.3995,0.090526,136.09,97.48,47.84,7.456,7.21,90.12,22.51,8.467,14.135,0.2777,7.35,19.82,2.581,4.164,0.08746,14.08,,
2023-02-20,24844.97,1703.63,26.27,0.0883,8.019,0.4036,0.094449,145.01,95.87,50.17,7.55,7.369,92.05,23.16,8.53,14.422,0.2851,7.311,20.84,2.701,4.223,0.08671,14.23,,
2023-02-21,24454.43,1659.76,24.98,0.08545,7.644,0.3927,0.094826,145.32,93.82,49.39,7.249,7.038,87.68,22.8,8.179,13.868,0.2787,6.885,20.98,2.567,3.945,0.08255,13.43,,
2023-02-22,24184.44,1642.95,24.17,0.08549,7.721,0.3889,0.092316,141.91,95.24,48.0,7.187,6.943,85.07,22.47,8.031,13.59,0.2713,6.729,20.32,2.507,3.815,0.08235,13.89,,
2023-02-23,23943.32,1650.62,23.92,0.08422,7.937,0.3823,0.090921,138.71,94.63,48.02,7.096,6.946,85.65,22.12,7.849,13.744,0.2687,6.685,19.7,2.466,3.897,0.0807,13.46,,
2023-02-24,23186.88,1607.57,23.07,0.08092,7.463,0.3659,0.089079,132.69,91.58,45.2,6.616,6.568,81.56,21.08,6.858,13.071,0.2567,6.288,18.4,2.312,3.65,0.07723,12.85,,
2023-02-25,23159.71,1594.51,22.38,0.08076,7.372,0.362,0.087943,133.15,93.14,44.43,6.545,6.471,80.01,20.98,6.708,12.836,0.2502,6.108,17.94,2.29,3.436,0.07494,12.24,,
2023-02-26,23556.83,1641.41,23.27,0.08218,7.499,0.3691,0.088989,136.28,95.24,45.1,6.693,6.61,82.24,21.44,6.904,12.955,0.2552,6.242,18.43,2.375,3.779,0.07477,12.64,,
2023-02-27,23489.52,1633.26,22.66,0.08135,7.272,0.3646,0.088231,135.09,94.06,44.17,6.577,6.438,80.1,21.32,6.852,12.787,0.2547,6.123,17.89,2.346,3.652,0.07227,12.4,,
2023-02-28,23145.32,1605.4,21.89,0.08086,7.198,0.3518,0.087117,131.97,93.8,43.07,6.35,6.504,77.67,20.74,6.489,12.276,0.2444,5.798,17.1,2.23,3.511,0.06919,11.89,,
2023-03-01,23631.52,1665.2,22.51,0.08192,7.532,0.3602,0.087918,134.24,97.77,44.34,6.534,6.843,82.87,21.29,7.251,12.784,0.2508,6.177,17.77,2.32,3.8,0.07073,13.46,,
2023-03-02,23468.24,1647.87,22.0,0.08054,7.28,0.3505,0.087517,131.85,95.4,43.58,6.338,6.635,79.91,21.07,6.906,12.461,0.2419,5.931,17.48,2.259,3.757,0.06892,12.86,,
2023-03-03,22358.18,1569.54,21.42,0.07685,6.96,0.3432,0.085608,126.25,90.62,39.58,6.036,6.275,76.82,20.37,6.258,12.013,0.2333,5.591,16.66,2.098,3.611,0.06393,11.73,,
2023-03-04,22350.95,1566.72,20.98,0.07463,6.86,0.3367,0.083605,124.45,89.33,38.48,5.913,6.155,75.3,19.94,5.926,11.844,0.2246,5.383,16.14,2.05,3.268,0.06448,11.28,,
2023-03-05,22432.69,1564.81,20.96,0.07477,6.947,0.3369,0.082716,124.02,89.94,37.99,5.977,6.354,75.04,19.75,6.134,12.02,0.226,5.337,16.14,2.029,3.351,0.06396,11.15,,
2023-03-06,22410.31,1565.85,20.62,0.0748,6.858,0.3306,0.083437,124.24,87.38,38.46,5.919,6.34,76.68,19.66,6.098,11.973,0.2255,5.321,16.5,2.056,3.309,0.06391,11.29,,
2023-03-07,22198.48,1561.67,20.24,0.07407,6.885,0.3305,0.082746,122.22,86.28,37.66,5.839,6.44,75.23,19.25,5.981,11.75,0.2174,5.337,16.18,2.002,3.179,0.06269,11.13,,
2023-03-08,21698.37,1532.17,18.42,0.07113,6.576,0.3176,0.081619,116.61,82.76,35.73,5.594,6.104,71.62,18.23,5.783,10.951,0.2017,5.043,15.12,1.844,2.867,0.06062,10.52,,
2023-03-09,20367.01,1437.41,17.35,0.06603,6.16,0.3104,0.077094,110.22,76.68,34.22,5.385,5.733,68.72,17.07,5.502,11.04,0.1935,4.763,14.42,1.791,2.67,0.05741,11.11,,
2023-03-10,20230.08,1432.15,18.23,0.06598,6.239,0.316,0.078408,111.97,71.68,32.16,5.569,5.636,68.57,17.5,5.33,11.18,0.1888,4.942,14.84,1.803,3.048,0.05914,10.83,,
2023-03-11,20620.54,1483.68,18.21,0.06659,6.213,0.3074,0.079377,114.22,69.74,31.55,5.509,5.474,67.25,17.25,4.987,11.099,0.1886,4.749,14.62,1.803,3.138,0.05873,10.48,,
2023-03-12,22219.08,1592.31,20.35,0.07101,6.605,0.3325,0.083101,121.21,76.85,34.46,5.938,5.943,73.28,18.88,5.756,11.787,0.2027,5.267,16.3,1.954,3.729,0.06232,11.98,,
2023-03-13,24220.0,1681.93,20.47,0.07316,6.789,0.345,0.084798,127.18,81.87,35.39,6.126,6.121,76.34,19.67,6.402,12.033,0.2132,5.386,16.54,2.044,4.16,0.06475,12.37,,
2023-03-14,24762.65,1704.95,20.93,0.0748,6.984,0.3445,0.088601,131.46,84.3,36.31,6.243,6.335,79.32,20.28,6.785,13.087,0.223,5.545,17.2,2.124,4.27,0.06604,13.6,,
2023-03-15,24377.16,1656.8,19.33,0.06994,6.571,0.3255,0.084004,123.69,76.77,33.36,5.895,5.931,74.16,18.45,5.691,12.459,0.2046,5.189,15.62,1.927,4.067,0.06018,12.28,,
2023-03-16,25051.85,1677.24,19.72,0.07269,6.678,0.3255,0.084741,126.08,79.03,33.94,6.1,5.913,74.95,18.75,5.814,12.836,0.2087,5.178,15.87,1.966,4.062,0.06103,12.37,,
2023-03-17,27453.62,1793.66,21.65,0.07658,7.221,0.3503,0.088127,135.73,85.73,37.17,6.635,6.418,80.75,20.33,6.406,13.189,0.2269,5.648,17.69,2.171,4.851,0.06549,13.55,,
2023-03-18,26980.35,1763.68,21.27,0.07312,6.939,0.3378,0.085765,131.43,83.26,36.08,6.331,6.527,78.04,20.81,5.891,12.252,0.2153,5.345,17.03,2.084,4.459,0.0626,12.82,,
2023-03-19,28054.46,1786.4,21.92,0.07473,7.101,0.3461,0.087971,136.18,84.21,36.81,6.473,6.51,79.67,21.12,6.292,12.348,0.2204,5.423,17.59,2.139,4.293,0.06512,13.06,,
2023-03-20,27823.32,1739.42,22.2,0.07163,7.077,0.3336,0.086685,130.7,78.34,34.41,6.114,6.203,76.2,19.64,5.741,11.581,0.2104,5.127,16.68,2.0,4.001,0.06185,12.14,,
2023-03-21,28207.33,1807.23,22.6,0.07683,7.4,0.3708,0.096556,134.48,82.77,36.54,6.381,6.44,79.17,20.97,5.941,11.948,0.2238,5.269,17.49,2.073,4.239,0.06419,12.3,,
2023-03-22,27325.15,1739.18,21.46,0.07407,7.196,0.3605,0.091078,126.22,87.51,34.73,6.068,6.089,75.3,20.06,5.666,11.358,0.214,5.102,16.79,1.951,4.12,0.06054,13.18,,
