Date,BTC-USD,IBIT,FBTC,ARKB,BITB,ETHA,MSTR,ETH-USD,SOL-USD,SPY,TLT
2026-01-26,88267.140625,49.650001525878906,76.26000213623047,29.049999237060547,47.54999923706055,21.899999618530273,160.5800018310547,2926.45703125,124.13972473144531,689.0680541992188,86.04434967041016
2026-01-27,89102.5703125,50.630001068115234,77.83000183105469,29.639999389648438,48.5099983215332,22.829999923706055,161.5800018310547,3022.2109375,127.05479431152344,691.8134765625,85.50872039794922
2026-01-28,89184.5703125,50.5099983215332,77.55000305175781,29.540000915527344,48.380001068115234,22.739999771118164,158.4499969482422,3006.607421875,125.11844635009766,691.7438354492188,85.31393432617188
2026-01-29,84561.5859375,47.599998474121094,73.1500015258789,27.90999984741211,45.66999816894531,21.110000610351562,143.19000244140625,2818.232666015625,117.60576629638672,690.3711547851562,85.3333969116211
2026-01-30,84128.65625,47.4900016784668,73.0199966430664,27.799999237060547,45.5099983215332,20.170000076293945,149.7100067138672,2702.375244140625,117.363037109375,688.3120727539062,84.85619354248047
2026-02-02,78688.765625,44.220001220703125,67.88999938964844,25.8700008392334,42.34000015258789,17.5,139.6300048828125,2344.356689453125,104.47115325927734,691.7339477539062,84.6137466430664
2026-02-03,75633.546875,43.29999923706055,66.58000183105469,25.360000610351562,41.470001220703125,17.34000015258789,133.25999450683594,2227.558837890625,97.56390380859375,685.885009765625,84.81905364990234
2026-02-04,73019.703125,41.56999969482422,63.900001525878906,24.350000381469727,39.84000015258789,16.34000015258789,129.08999633789062,2143.504150390625,92.02930450439453,682.5626831054688,84.60396575927734
2026-02-05,62702.09765625,36.099998474121094,55.45000076293945,21.139999389648438,34.560001373291016,14.0600004196167,106.98999786376953,1821.68310546875,78.18741607666016,674.0379638671875,85.52294921875
2026-02-06,70555.390625,39.68000030517578,60.959999084472656,23.239999771118164,38.040000915527344,15.510000228881836,134.92999267578125,2063.386962890625,87.46477508544922,686.96923828125,85.58159637451172
2026-02-09,70120.78125,40.11000061035156,61.60499954223633,23.489999771118164,38.439998626708984,16.030000686645508,138.44000244140625,2103.567626953125,86.7017822265625,690.2816772460938,85.56204223632812
2026-02-10,68793.9609375,38.970001220703125,59.900001525878906,22.81999969482422,37.349998474121094,15.199999809265137,133.0,2019.4974365234375,82.91548156738281,688.4613037109375,86.54945373535156
2026-02-11,66991.96875,38.290000915527344,58.81999969482422,22.420000076293945,36.689998626708984,14.75,126.06999969482422,1940.621337890625,79.2542495727539,688.3021850585938,86.0899658203125
2026-02-12,66221.84375,37.04999923706055,56.90999984741211,21.68000030517578,35.5,14.460000038146973,123.0,1946.940673828125,78.34844207763672,677.668701171875,87.23379516601562
2026-02-13,68857.84375,38.970001220703125,59.88999938964844,22.81999969482422,37.349998474121094,15.4399995803833,133.8800048828125,2048.52734375,84.32254028320312,678.1461181640625,87.71282958984375
2026-02-17,67494.21875,38.38999938964844,59.02000045776367,22.479999542236328,36.790000915527344,15.050000190734863,128.6699981689453,1992.1943359375,85.1976089477539,679.2402954101562,87.8594741821289
2026-02-18,66425.3203125,37.540000915527344,57.689998626708984,21.979999542236328,35.959999084472656,14.630000114440918,125.19999694824219,1953.97412109375,81.56694793701172,682.662109375,87.5270767211914
2026-02-19,66957.5234375,38.06999969482422,58.459999084472656,22.290000915527344,36.45000076293945,14.720000267028809,129.4499969482422,1948.2010498046875,82.39324951171875,680.8616333007812,87.61506652832031
2026-02-20,68005.421875,38.41999816894531,59.0099983215332,22.479999542236328,36.790000915527344,14.890000343322754,131.0500030517578,1969.0223388671875,84.6351089477539,685.7855834960938,87.40975952148438
2026-02-23,64616.73828125,36.54999923706055,56.130001068115234,21.385000228881836,35.0099983215332,14.050000190734863,123.70999908447266,1855.5028076171875,77.7533187866211,678.7827758789062,87.73238372802734
2026-02-24,64080.04296875,36.529998779296875,56.130001068115234,21.40999984741211,35.0099983215332,14.029999732971191,124.61000061035156,1852.969482421875,79.0365219116211,683.7164916992188,87.8887939453125
2026-02-25,67960.125,39.22999954223633,60.29999923706055,22.979999542236328,37.59000015258789,15.680000305175781,135.64999389648438,2054.6279296875,87.91560363769531,689.4859008789062,87.89857482910156
2026-02-26,67453.7734375,38.2599983215332,58.7400016784668,22.3799991607666,36.650001525878906,15.289999961853027,133.39999389648438,2026.7926025390625,85.90911865234375,685.6561889648438,88.25051879882812
2026-02-27,65881.796875,37.189998626708984,57.150001525878906,21.780000686645508,35.630001068115234,14.520000457763672,129.5,1930.7618408203125,81.95148468017578,682.3637084960938,88.78822326660156
2026-03-02,68775.8515625,39.19499969482422,60.2599983215332,22.959999084472656,37.560001373291016,15.369999885559082,137.64999389648438,2027.2689208984375,86.634521484375,682.751708984375,87.89659881591797
2026-03-03,68293.6484375,38.70000076293945,59.45000076293945,22.649999618530273,37.060001373291016,14.930000305175781,132.67999267578125,1982.7689208984375,87.0197525024414,676.7337036132812,87.72004699707031
2026-03-04,72710.578125,41.439998626708984,63.68000030517578,24.260000228881836,39.720001220703125,16.25,146.44000244140625,2126.50537109375,90.83426666259766,681.5082397460938,87.44540405273438
2026-03-05,70841.125,40.38999938964844,62.04999923706055,23.639999389648438,38.70000076293945,15.800000190734863,139.80999755859375,2071.60546875,88.69110870361328,677.70849609375,87.09227752685547
2026-03-06,68136.4921875,38.599998474121094,59.310001373291016,22.600000381469727,36.97999954223633,14.930000305175781,133.52999877929688,1978.751220703125,84.68180084228516,668.82568359375,86.76858520507812
2026-03-09,68402.3828125,39.130001068115234,60.130001068115234,22.93000030517578,37.5,15.369999885559082,138.9499969482422,1992.938232421875,84.93617248535156,674.6845703125,87.52387237548828
2026-03-10,69926.921875,39.709999084472656,61.029998779296875,23.2549991607666,38.04999923706055,15.399999618530273,138.4600067138672,2037.1204833984375,85.83822631835938,673.6002807617188,86.59202575683594
2026-03-11,70204.8828125,40.06999969482422,61.56999969482422,23.459999084472656,38.369998931884766,15.6899995803833,138.3300018310547,2051.5732421875,86.56493377685547,672.7548217773438,85.47383117675781
2026-03-12,70493.4609375,39.95000076293945,61.369998931884766,23.389999389648438,38.27000045776367,15.630000114440918,137.33999633789062,2073.13623046875,86.86779022216797,662.5390625,85.30708312988281
2026-03-13,70968.265625,40.369998931884766,61.97999954223633,23.6200008392334,38.66999816894531,15.890000343322754,139.6699981689453,2092.5634765625,88.15328979492188,658.7890014648438,84.88529968261719
2026-03-16,74861.0859375,41.939998626708984,64.44000244140625,24.549999237060547,40.18000030517578,17.610000610351562,147.52000427246094,2351.176025390625,96.22372436523438,665.493408203125,85.54248046875
2026-03-17,73922.4765625,42.27000045776367,64.94000244140625,24.75,40.5099983215332,17.540000915527344,150.27999877929688,2318.053466796875,94.70597076416016,667.2440185546875,85.77789306640625
2026-03-18,71245.578125,40.2599983215332,61.88999938964844,23.59000015258789,38.58000183105469,16.5,140.55999755859375,2203.671630859375,90.06571960449219,657.9335327148438,85.29727172851562
2026-03-19,69912.7890625,39.81999969482422,61.189998626708984,23.309999465942383,38.15999984741211,16.15999984741211,138.24000549316406,2137.423828125,88.9178466796875,656.3121948242188,85.81713104248047
