timestamp,date,funding_rate
1781769600000,2026-06-18 08:00,0.0000271213062112
1781798400000,2026-06-18 16:00,0.000035651907852
1781827200000,2026-06-19 00:00,0.0000013446105841
1781856000000,2026-06-19 08:00,0.0000324496957995
1781884800000,2026-06-19 16:00,-0.0000049910259435
1781913600000,2026-06-20 00:00,0.0000205881918658
1781942400000,2026-06-20 08:00,-0.0000188323191508
1781971200000,2026-06-20 16:00,0.0000020836725788
1782000000000,2026-06-21 00:00,-0.0000088262165972
1782028800000,2026-06-21 08:00,-0.000014922291748
1782057600000,2026-06-21 16:00,-0.0000119152252366
1782086400000,2026-06-22 00:00,-0.0000288482815558
1782115200000,2026-06-22 08:00,0.0000287541037749
1782144000000,2026-06-22 16:00,0.0000414573501689
1782172800000,2026-06-23 00:00,0.0000486570053437
1782201600000,2026-06-23 08:00,0.0000106301812452
1782230400000,2026-06-23 16:00,0.0000275155316918
1782259200000,2026-06-24 00:00,0.0000259855577951
1782288000000,2026-06-24 08:00,0.0000832808229693
1782316800000,2026-06-24 16:00,0.0000432526539971
1782345600000,2026-06-25 00:00,-0.0000459301184219
1782374400000,2026-06-25 08:00,-0.0000779943959298
1782403200000,2026-06-25 16:00,-0.0000344282240539
1782432000000,2026-06-26 00:00,0.0000013441848992
1782460800000,2026-06-26 08:00,0.0000096635297061
1782489600000,2026-06-26 16:00,0.0000820729542149
1782518400000,2026-06-27 00:00,0.0000406267603842
1782547200000,2026-06-27 08:00,0.000050548856273
1782576000000,2026-06-27 16:00,0.0000322701928586
1782604800000,2026-06-28 00:00,0.0000402316180587
1782633600000,2026-06-28 08:00,0.0000319959525751
1782662400000,2026-06-28 16:00,0.0000395436281002
1782691200000,2026-06-29 00:00,0.0000046598340778
1782720000000,2026-06-29 08:00,0.0000503634854124
1782748800000,2026-06-29 16:00,0.0000717956019909
1782777600000,2026-06-30 00:00,0.0000845798622754
1782806400000,2026-06-30 08:00,0.0000521934781504
1782835200000,2026-06-30 16:00,0.0000641177716092
1782864000000,2026-07-01 00:00,0.0000477134731687
1782892800000,2026-07-01 08:00,0.0000130447729281
1782921600000,2026-07-01 16:00,0.0000376950039265
1782950400000,2026-07-02 00:00,0.000090342275479
1782979200000,2026-07-02 08:00,0.0001
1783008000000,2026-07-02 16:00,0.0000311543020607
1783036800000,2026-07-03 00:00,0.0001
1783065600000,2026-07-03 08:00,0.0001
1783094400000,2026-07-03 16:00,0.0000538283058701
1783123200000,2026-07-04 00:00,0.0000407757884118
1783152000000,2026-07-04 08:00,0.0000608954397873
1783180800000,2026-07-04 16:00,0.0000644399138913
1783209600000,2026-07-05 00:00,0.0001
1783238400000,2026-07-05 08:00,0.0000736099190415
1783267200000,2026-07-05 16:00,0.0000211483321941
1783296000000,2026-07-06 00:00,0.0000617667680351
1783324800000,2026-07-06 08:00,0.000098247928749
1783353600000,2026-07-06 16:00,0.0000435732937955
1783382400000,2026-07-07 00:00,0.0001
1783411200000,2026-07-07 08:00,0.0000678140695912
1783440000000,2026-07-07 16:00,0.0000589596545996
1783468800000,2026-07-08 00:00,0.0000568819916406
1783497600000,2026-07-08 08:00,0.0000444623992899
1783526400000,2026-07-08 16:00,0.0000851580031502
1783555200000,2026-07-09 00:00,0.0000723410745506
1783584000000,2026-07-09 08:00,0.0000013105775059
1783612800000,2026-07-09 16:00,0.0000351830663184
1783641600000,2026-07-10 00:00,0.0000732355162048
1783670400000,2026-07-10 08:00,0.0000840924532537
1783699200000,2026-07-10 16:00,0.0000754950605994
1783728000000,2026-07-11 00:00,0.0000822511513621
1783756800000,2026-07-11 08:00,-0.0000215211796162
1783785600000,2026-07-11 16:00,0.000034033691268
1783814400000,2026-07-12 00:00,0.0000665193799449
1783843200000,2026-07-12 08:00,0.0000627690257703
1783872000000,2026-07-12 16:00,0.0000564601192152
1783900800000,2026-07-13 00:00,0.0000670987512867
1783929600000,2026-07-13 08:00,0.0000070183139456
1783958400000,2026-07-13 16:00,0.0000885517560254
1783987200000,2026-07-14 00:00,0.0000666043492605
1784016000000,2026-07-14 08:00,0.0000156977471317
1784044800000,2026-07-14 16:00,0.0000799498182818
1784073600000,2026-07-15 00:00,0.0001
1784102400000,2026-07-15 08:00,0.0001
1784131200000,2026-07-15 16:00,0.0000295691248966
1784160000000,2026-07-16 00:00,0.0000811290335628
1784188800000,2026-07-16 08:00,0.0000378071378877
1784217600000,2026-07-16 16:00,0.00001498971488
1784246400000,2026-07-17 00:00,0.000053773733806
1784275200000,2026-07-17 08:00,0.0000295604398968
1784304000000,2026-07-17 16:00,0.0000546348466336
1784332800000,2026-07-18 00:00,0.0000380167412203
1784361600000,2026-07-18 08:00,0.0000507952841494
1784390400000,2026-07-18 16:00,0.0000863693379528
1784419200000,2026-07-19 00:00,0.0000166804274372
1784448000000,2026-07-19 08:00,0.0000594778872743
1784476800000,2026-07-19 16:00,0.0000422130855567
1784505600000,2026-07-20 00:00,0.0000149115311815
1784534400000,2026-07-20 08:00,-0.0000010642569389
1784563200000,2026-07-20 16:00,0.0000151065561787
1784592000000,2026-07-21 00:00,0.0000078604607579
1784620800000,2026-07-21 08:00,0.0000170667772237
1784649600000,2026-07-21 16:00,-0.0000386532726688
1784678400000,2026-07-22 00:00,0.0000645951712624
1784707200000,2026-07-22 08:00,-0.0000046095462073
1784736000000,2026-07-22 16:00,0.0000072341658587
1784764800000,2026-07-23 00:00,0.0000345300865541
1784793600000,2026-07-23 08:00,-0.0000333148169405
