date,open,high,low,close,volume,vwap,returns,log_returns,abs_returns,dow,month,vol_7d,vol_30d,vol_90d,ema9,ema21,ma200,ma365,atr14,adx14,rsi2,rsi14,bb_mid,bb_std,bb_upper,bb_lower
2018-01-19,11305.53,11973.99,11050.0,11498.99,10740400128,11457.1275,0.01711197971258316,0.016967218883641538,0.01711197971258316,Friday,January,1.1440729910455987,,,12533.701585765568,13365.538567460968,,,1613.170714285714,60.051607240462886,100.0,19.268663267717912,,,,
2018-01-20,11499.0,12985.55,11498.99,12762.8,11801700352,12186.585,0.10990617436835759,0.10427548415550995,0.10990617436835759,Saturday,January,1.4785468758746954,,,12579.521268612454,13310.744152237243,,,1653.4257142857143,58.7676820368033,100.0,28.340557826078694,13999.367999999999,1748.668023928949,17496.704047857897,10502.0319521421
2018-01-21,12762.8,12762.8,11118.0,11518.17,9935179776,12040.4425,-0.09752013664713066,-0.10260890109840211,0.09752013664713066,Sunday,January,1.5992459856808123,,,12367.251014889964,13147.78286567022,,,1673.768571428571,57.783303826170965,50.38230932372312,27.462997795695756,13901.275999999998,1832.3572289336105,17565.990457867218,10236.561542132777
2018-01-22,11518.17,11849.0,10025.0,10766.7,10537400320,11039.7175,-0.06524213481829144,-0.06746775095147817,0.06524213481829144,Monday,January,1.6215956561520144,,,12047.140811911971,12931.320786972927,,,1641.5542857142852,57.39716769772759,0.0,28.652995016554257,13700.535499999998,1947.1699722025041,17594.875444405006,9806.19555559499
2018-01-23,10766.7,11370.0,9945.0,10824.94,9660609536,10726.66,0.0054092711787270265,0.00539469361707856,0.0054092711787270265,Tuesday,January,1.2787477913982839,,,11802.70064952958,12739.831624520843,,,1660.9114285714281,57.07425769971773,7.192698620493729,30.648181769100404,13486.8755,2018.8674044921286,17524.610308984258,9449.140691015742
2018-01-24,10824.95,11450.0,10450.0,11356.79,9940989952,11020.435,0.04913191204754952,0.04796307179190661,0.04913191204754952,Wednesday,January,1.3180380930726698,,,11713.518519623663,12614.100567746222,,,1637.6849999999997,56.65255950694799,100.0,31.64432544895466,13297.4655,2032.7720756809288,17363.00965136186,9231.921348638143
2018-01-25,11356.8,11690.0,10851.0,11118.0,8873169920,11253.95,-0.021026187857660528,-0.021250386408648247,0.021026187857660528,Thursday,January,1.328757315280244,,,11594.414815698932,12478.091425223836,,,1542.6142857142856,55.88524234294302,69.01406623066535,36.73591259266438,13005.365,1893.763553446721,16792.892106893443,9217.837893106558
2018-01-26,11118.0,11570.0,10305.0,11086.89,9746199552,11019.9725,-0.002798165137614772,-0.0028020873200014394,0.002798165137614772,Friday,January,1.32062207866914,,,11492.909852559147,12351.618568385305,,,1548.6264285714283,55.476242460529264,0.0,32.42320994704666,12704.76,1674.2002158988578,16053.160431797716,9356.359568202284
2018-01-27,11086.88,11494.08,10850.0,11319.0,7583269888,11187.49,0.020935537377930302,0.020719400439006865,0.020935537377930302,Saturday,January,0.9658414312244885,,,11458.12788204732,12257.74415307755,,,1544.0785714285714,55.09645685543077,88.18098928652822,31.221519244187334,12461.999,1486.0845927430958,15434.16818548619,9489.829814513809
2018-01-28,11319.0,11697.24,11234.38,11536.0,8350360064,11446.655,0.0191713048855906,0.018989850892310162,0.0191713048855906,Sunday,January,0.6954777327045166,,,11473.702305637857,12192.131048252317,,,1489.7935714285716,54.392121819839105,100.0,35.52587924158374,12289.112000000001,1372.8660815688092,15034.844163137619,9543.379836862383
2018-01-29,11536.0,11570.0,10840.0,11123.01,7107359744,11267.2525,-0.03580010402219136,-0.03645664489507581,0.03580010402219136,Monday,January,0.540673139663801,,,11403.563844510287,12094.938225683925,,,1482.1507142857142,53.98902901961585,34.44499119033637,33.91996057864911,12121.213,1293.7527524307327,14708.718504861465,9533.707495138535
2018-01-30,11123.01,11150.0,9711.11,9995.0,8637859840,10494.78,-0.10141229757053172,-0.10693096769515402,0.10141229757053172,Tuesday,January,0.9391731749705596,,,11121.85107560823,11904.03475062175,,,1319.5685714285714,54.21912277903185,0.0,38.38315147241698,11877.204,1204.1106599495754,14285.42531989915,9468.98268010085
2018-01-31,9995.0,10299.95,9601.02,10099.99,8041160192,9998.99,0.010504252126062985,0.010449465795350285,0.010504252126062985,Wednesday,January,0.8250691425122931,1.1875448314484802,,10917.478860486584,11740.030682383407,,,1129.9285714285713,54.4848732042373,8.515004055150015,41.556467781602024,11716.800500000001,1217.0785166795467,14150.957533359095,9282.643466640908
2018-02-01,10099.99,10166.25,8400.0,9014.23,9959400448,9420.1175,-0.10750109653573914,-0.11372999394057008,0.10750109653573914,Thursday,February,1.0610871911297932,1.175363794368236,,10536.829088389268,11492.230620348551,,,1153.5257142857142,55.232856853074615,8.81713205962626,34.71288539701263,11476.511999999999,1253.836010966259,13984.184021932517,8968.83997806748
2018-02-02,9014.22,9090.08,7540.0,8787.52,12726899712,8607.955,-0.025150234684493178,-0.025471906712779515,0.025150234684493178,Friday,February,1.0407070073026192,1.1686665451144713,,10186.967270711415,11246.3478366805,,,1198.2464285714284,56.21273185295297,0.0,31.989499792094833,11206.4905,1220.2359531210357,13646.962406242072,8766.018593757928
2018-02-03,8787.52,9499.0,8115.48,9240.0,7263790080,8910.5,0.05149120570991572,0.05020935255922864,0.05149120570991572,Saturday,February,1.1515322063816988,1.190620132495459,,9997.573816569133,11063.952578800454,,,1190.8864285714285,56.457076914243544,66.6205332822922,23.773625922032608,10985.679,1151.229245600222,13288.137491200443,8683.220508799557
2018-02-04,9227.8,9350.0,7859.0,8167.91,7073549824,8651.1775,-0.11602705627705634,-0.12332882346114041,0.11602705627705634,Sunday,February,1.233028301261348,1.1389881828394495,,9631.641053255307,10800.675980727685,,,1179.9007142857142,56.787518420685934,29.679188230123884,24.400482914603586,10714.5745,1144.0608193829119,13002.696138765825,8426.452861234176
2018-02-05,8167.9,8349.16,6425.75,6905.19,9285289984,7462.0,-0.15459523917379114,-0.16793975941722167,0.15459523917379114,Monday,February,1.4508193960976368,1.2226330565421304,,9086.350842604246,10446.540891570621,,,1187.0014285714285,57.588370525678116,0.0,22.632231727109712,10481.3335,1406.006683802615,13293.34686760523,7669.320132394771
2018-02-06,6905.2,7948.89,5873.0,7688.46,13999800320,7103.8875,0.11343207065989502,0.10744720060957151,0.11343207065989502,Tuesday,February,1.8745480702341277,1.3134025913232281,,8806.772674083397,10195.8062650642,,,1233.4935714285714,58.489136006415656,38.28317831465453,29.84236260713533,10305.756,1525.6980871284345,13357.15217425687,7254.35982574313
2018-02-07,7688.47,8650.0,7212.82,7575.75,9169280000,7781.76,-0.014659632748300733,-0.014768146989536124,0.014659632748300733,Wednesday,February,1.848008380742105,1.3006696730221627,,8560.568139266717,9957.619331876545,,,1264.7207142857144,58.28206649695016,87.42047813567268,24.31616929819556,10119.267,1621.973459689736,13363.213919379472,6875.320080620528
