date,open,high,low,close,volume,vwap
2020-02-03,9325.01,9619.95,9220,9280.49,30934096509,9361.3625
2020-02-04,9280.49,9350,9078.05,9164.33,29893183716,9218.2175
2020-02-05,9164.33,9769.7,9150,9613.82,35222060874,9424.4625
2020-02-06,9613.91,9857,9521.47,9763.01,37628823716,9688.8475
2020-02-07,9763.01,9885,9713.99,9808.05,34522718159,9792.5125
2020-02-08,9807.92,9955,9653.47,9905.64,35172043762,9830.5075
2020-02-09,9905.64,10178.91,9888.76,10168.35,35807884663,10035.415
2020-02-10,10168.36,10199,9736,9851.78,39386548075,9988.785
2020-02-11,9851.78,10400,9706,10270.01,37648059389,10056.9475
2020-02-12,10270.01,10483.86,10250,10351.13,43444303830,10338.75
2020-02-13,10351.13,10522.51,10083.1,10236.49,49356071373,10298.3075
2020-02-14,10236.49,10395.66,10102.5,10371.33,43338264162,10276.495
2020-02-15,10371.33,10400,9750,9911.22,43865054831,10108.1375
2020-02-16,9911.22,10048.34,9612.12,9921,43374780305,9873.17
2020-02-17,9920.52,9969.38,9467,9700,45998298413,9764.225
2020-02-18,9700,10298.25,9610.27,10188.04,47271023953,9949.14
2020-02-19,10188.04,10315,9280.98,9600.08,46992019710,9846.025
2020-02-20,9593.48,9698.1,9393.39,9610.05,44925260237,9573.755
2020-02-21,9610.05,9769.66,9566.98,9695.66,40930547513,9660.5875
2020-02-22,9695.66,9722.97,9575.01,9668.23,35838025154,9665.4675
2020-02-23,9668.23,10025.66,9667.13,9965.01,41185185761,9831.5075
2020-02-24,9965,10030,9474.74,9660,45080496648,9782.435
2020-02-25,9660,9681.56,9230,9305,42515259129,9469.14
2020-02-26,9304.99,9375.36,8602,8778.3,50420050762,9015.1625
2020-02-27,8778.3,8972.92,8520,8812.49,45470195695,8770.9275
2020-02-28,8814.9,8899.94,8428.8,8708.89,44605450443,8713.1325
2020-02-29,8708.61,8799,8520.67,8525.07,35792392544,8638.3375
2020-03-01,8523.33,8752.34,8400,8522.31,35349164300,8549.495
2020-03-02,8522.3,8973.45,8487.33,8915,42857674409,8724.52
2020-03-03,8919.21,8927.45,8635.31,8757.84,42386715821,8809.9525
2020-03-04,8757.83,8847,8670.57,8760.66,34746706368,8759.015
2020-03-05,8759.99,9174.24,8759.99,9070.17,39698054597,8941.0975
2020-03-06,9070.18,9182.08,9000.01,9158.51,40826885651,9102.695
2020-03-07,9158.51,9214.67,8850.47,8901.37,36216930370,9031.255
2020-03-08,8901.36,8901.37,8002.2,8037.76,39973102121,8460.6725
2020-03-09,8037.73,8187.03,7630,7934.52,46936995808,7947.32
2020-03-10,7934.56,8158.25,7733.56,7894.68,42213940994,7930.2625
2020-03-11,7894.68,7987.97,7583.27,7938.05,38682762605,7850.9925
2020-03-12,7938.05,7969.45,4644,4857.1,53980357243,6352.15
2020-03-13,4857.1,5995,3858,5637.6,74156772075,5086.925
2020-03-14,5630.93,5669,5050,5165.25,36154506008,5378.795
2020-03-15,5161.16,5985,5085.91,5345.35,33997889639,5394.355
2020-03-16,5346.86,5350.3,4432.3,5037.61,45368026430,5041.7675
2020-03-17,5039.95,5569.44,4935.6,5331.71,38622642935,5219.175
2020-03-18,5331.71,5452.82,5001,5413.64,37878801016,5299.7925
2020-03-19,5413.88,6441.37,5261.69,6186.26,51000731797,5825.8
2020-03-20,6183.82,6990,5657,6206.1,54442976103,6259.23
2020-03-21,6210.47,6470,5851,6198.78,42494390880,6182.5625
2020-03-22,6198.64,6420,5738,5818.25,40099664740,6043.7225
2020-03-23,5815.24,6641.03,5678.2,6490.63,46491916000,6156.275
2020-03-24,6493.58,6866.1,6403.16,6766.64,48221910672,6632.37
2020-03-25,6766,6983.31,6470,6690.96,44590107888,6727.5675
2020-03-26,6691.71,6795,6520.13,6758.18,35319797642,6691.255
2020-03-27,6760,6880,6260,6372.36,34585598367,6568.09
2020-03-28,6372.36,6372.36,6030,6251.82,34885225901,6256.635
2020-03-29,6251.45,6279.96,5870.46,5877.21,28373690931,6069.77
2020-03-30,5878.98,6631.23,5853,6406.4,37101651525,6192.4025
2020-03-31,6406.4,6524.79,6333.91,6424.35,32786468812,6422.3625
2020-04-01,6424.02,6744.99,6160,6666.11,40346426266,6498.78
2020-04-02,6666.11,7292.11,6570.92,6804.52,47660646124,6833.415
2020-04-03,6804.24,7050,6606.06,6741.99,38976504903,6800.5725
2020-04-04,6741.99,7025.53,6658.16,6874.77,33185988584,6825.1125
2020-04-05,6874.77,6925,6681,6778.25,29510409856,6814.755
2020-04-06,6778.64,7373.37,6773.28,7341.56,46896904615,7066.7125
2020-04-07,7341.55,7466,7073,7200.01,44243482668,7270.14
2020-04-08,7200.01,7430,7154.22,7370.11,37563249549,7288.585
2020-04-09,7370.38,7377,7110,7293.24,34815139178,7287.655
2020-04-10,7293.23,7305.91,6750,6871.91,43622840992,7055.2625
2020-04-11,6871.83,6955,6775,6889.65,31222085946,6872.87
2020-04-12,6889.78,7200,6787.44,6908.13,35759567632,6946.3375
2020-04-13,6908.12,6908.13,6555,6861.21,38619308647,6808.115
2020-04-14,6860.51,6997.38,6771.41,6877.37,34110434052,6876.6675
2020-04-15,6876.92,6940,6605.89,6624.12,32288311031,6761.7325
2020-04-16,6623.62,7217.27,6456,7112.64,46783242377,6852.3825
2020-04-17,7114.76,7156.66,7000,7037.46,32513423567,7077.22
2020-04-18,7036.45,7308,7021,7261.76,32447188386,7156.8025
2020-04-19,7262.04,7275,7063.02,7130.71,31311210215,7182.6925
2020-04-20,7130.7,7227.11,6748.72,6838.19,37747113936,6986.18
2020-04-21,6837.22,6959,6776,6853.68,32589741511,6856.475
2020-04-22,6853.67,7167.37,6826,7136.84,33249153866,6995.97
2020-04-23,7136.81,7775,7031.14,7488.83,43500782316,7357.945
2020-04-24,7491.5,7612.24,7390,7514.64,34636526286,7502.095
2020-04-25,7514.99,7720,7437.94,7547.61,32941541447,7555.135
2020-04-26,7547.61,7715,7490,7706.4,33070154491,7614.7525
2020-04-27,7706.4,7810.99,7635.69,7789.77,36162144725,7735.7125
2020-04-28,7789.77,7794.74,7672,7755.01,33187959921,7752.88
2020-04-29,7757.18,8988,7720,8793.75,60201052203,8314.7325
2020-04-30,8794.99,9478.66,8407,8624.28,66964629541,8826.2325
2020-05-01,8624.68,9075.98,8622.72,8829.42,44068389997,8788.2
2020-05-02,8829.42,9025,8762.01,8985.58,40134388683,8900.5025
2020-05-03,8984.69,9203.52,8731.01,8909.95,47101785174,8957.2925
2020-05-04,8907.85,8970,8533.98,8883.53,45718796276,8823.84
2020-05-05,8887.81,9126.27,8769.69,9028.79,43148462663,8953.14
2020-05-06,9028.78,9418,8922.13,9155.79,49371886931,9131.175
2020-05-07,9155.79,10079,9028.89,10004.77,61112700562,9567.1125
2020-05-08,10000.37,10049,9730,9810,51780748042,9897.3425
2020-05-09,9810.01,9920.73,9521,9537.21,46566121841,9697.2375
2020-05-10,9537.21,9559.98,8106.7,8729.86,63325279337,8983.4375
2020-05-11,8729.86,9182.66,8185,8572.4,57119858802,8667.48
2020-05-12,8572.4,8982.9,8534.85,8821.42,42142717533,8727.8925
2020-05-13,8821.41,9420.18,8803.97,9321.26,45558144023,9091.705
2020-05-14,9320.85,9943.93,9257.15,9795.34,56426907637,9579.3175
2020-05-15,9795.34,9849,9120,9312.1,48158802327,9519.11
2020-05-16,9312.1,9594.99,9215.01,9383.16,36164766408,9376.315
2020-05-17,9380.01,9896,9325.81,9676.63,40084250663,9569.6125
2020-05-18,9677.45,9957.25,9436.97,9728.52,41827139896,9700.0475
2020-05-19,9728.52,9898,9463.22,9783.76,39254288955,9718.375
2020-05-20,9783.57,9836.99,9294.54,9509.41,36546239703,9606.1275
2020-05-21,9509.4,9568,8800,9061.96,39326160532,9234.84
2020-05-22,9059.32,9267.34,8923.5,9168.84,29810773699,9104.75
2020-05-23,9168.84,9313.83,9090.11,9181.76,27727866812,9188.635
2020-05-24,9181.09,9306.23,8680.7,8715.73,32518803300,8970.9375
2020-05-25,8715.69,8977,8632.93,8899.31,31288157264,8806.2325
2020-05-26,8900,9016.99,8694.23,8844.42,29584186947,8863.91
2020-05-27,8844.41,9230,8811.46,9208.53,32740536902,9023.6
2020-05-28,9208.53,9625,9112,9580.19,34367073114,9381.43
2020-05-29,9580.01,9609.02,9330.01,9423.84,32896642044,9485.72
2020-05-30,9423.85,9764,9326.43,9700.33,32722975141,9553.6525
2020-05-31,9700.32,9705.6,9369.58,9446.57,27773290299,9555.5175
2020-06-01,9445.83,10428,9417.42,10208.96,35198901068,9875.0525
2020-06-02,10208.96,10237.6,9270,9522.46,39137252109,9809.755
2020-06-03,9521.53,9695,9385.22,9668.07,25007459262,9567.455
2020-06-04,9668.06,9888,9450,9788.03,25921805072,9698.5225
2020-06-05,9791.96,9855,9585.44,9613.21,23509628646,9711.4025
2020-06-06,9613.42,9735.13,9526.03,9671.7,20438419222,9636.57
2020-06-07,9670.28,9822,9370,9750.12,25015250846,9653.1
2020-06-08,9750.12,9815,9632.79,9781.51,21486346312,9744.855
2020-06-09,9781.51,9886,9567.33,9779.41,23717842783,9753.5625
2020-06-10,9779.7,10018.67,9690,9894.04,25706567601,9845.6025
2020-06-11,9894.35,9973.25,9050,9268.16,30247143440,9546.44
2020-06-12,9268.16,9552.87,9227,9464.17,22610564515,9378.05
2020-06-13,9464.71,9494.45,9346,9475,17564322315,9445.04
2020-06-14,9475,9481,9240,9325,18991732746,9380.25
2020-06-15,9328.63,9499,8895.01,9432.53,26699704768,9288.7925
2020-06-16,9432.57,9592.04,9381,9526.25,21565537209,9482.965
2020-06-17,9526.25,9558.48,9227.03,9457.51,20177709879,9442.3175
2020-06-18,9457.51,9482.66,9267.18,9376.14,17770083003,9395.8725
2020-06-19,9376.14,9430,9229,9301.91,19632223107,9334.2625
2020-06-20,9300.42,9391.71,9161,9355.74,17130541557,9302.2175
2020-06-21,9355.74,9419.35,9273,9286.14,15324301169,9333.5575
2020-06-22,9286.14,9792,9267.58,9690.74,21104009514,9509.115
2020-06-23,9690.67,9724.53,9572.22,9623.56,17006433272,9652.745
2020-06-24,9623.56,9663.38,9195,9285.91,18961716076,9441.9625
2020-06-25,9285.94,9335,8979.07,9243.51,18616048626,9210.88
2020-06-26,9242.98,9291.73,9027.62,9155.42,18341465837,9179.4375
2020-06-27,9155.42,9188.14,8815.01,9002.46,17273093144,9040.2575
2020-06-28,9002.38,9189,8931.77,9113.24,14560870760,9059.0975
2020-06-29,9113.23,9236.75,9014,9184.45,16460547078,9137.1075
2020-06-30,9188.79,9201,9059.6,9136.2,15735797744,9146.3975
2020-07-01,9135.91,9297.2,9088,9239.97,15971550355,9190.27
2020-07-02,9239.41,9265,8938,9091.53,16338916796,9133.485
2020-07-03,9091.98,9126.12,9036.74,9063.87,13078970999,9079.6775
2020-07-04,9059.73,9195.84,9039.84,9138.51,12290528515,9108.48
2020-07-05,9138.51,9145,8905.84,9074.39,12903406143,9065.935
2020-07-06,9074.37,9375.9,9061.59,9343.31,17889263252,9213.7925
2020-07-07,9343.31,9379.34,9201.57,9253.94,13839652595,9294.54
2020-07-08,9253.94,9475,9232.2,9435.28,19702359883,9349.105
2020-07-09,9435.28,9446.62,9154.79,9236.95,18000702524,9318.41
2020-07-10,9236.95,9322.23,9118,9291.05,16860035605,9242.0575
2020-07-11,9291.04,9303.04,9182.35,9235,13249910444,9252.8575
2020-07-12,9235,9347.53,9159.33,9303.37,14452361907,9261.3075
2020-07-13,9303.38,9339.61,9193.52,9236.92,17519821266,9268.3575
2020-07-14,9236.91,9280,9100,9256.94,18085038362,9218.4625
2020-07-15,9256.94,9273.98,9154.01,9190.16,15844731575,9218.7725
2020-07-16,9190.8,9216.02,9005,9130.11,15713967523,9135.4825
2020-07-17,9130.93,9182.99,9054.99,9154.29,13944570749,9130.8
2020-07-18,9154.29,9210,9122.65,9175.85,12252601475,9165.6975
2020-07-19,9175.83,9245.03,9105.37,9212.87,12939002784,9184.775
2020-07-20,9214.01,9223.51,9131,9161.05,13755604146,9182.3925
2020-07-21,9161.05,9438,9157.04,9394.14,18069581956,9287.5575
2020-07-22,9394.14,9567.77,9277,9536.18,16532254884,9443.7725
2020-07-23,9536.2,9686,9450.04,9613.24,18146399002,9571.37
2020-07-24,9613.24,9645.55,9475.7,9551.21,16552768325,9571.425
2020-07-25,9551.21,9747.76,9536.64,9711.33,16610070933,9636.735
2020-07-26,9711.79,10150,9661.35,9941,20507998997,9866.035
2020-07-27,9941,11420,9935,11048.91,35359749590,10586.2275
2020-07-28,11048.05,11259,10575,10934.23,28766551142,10954.07
2020-07-29,10934.22,11350,10843.47,11110.12,24617249715,11059.4525
2020-07-30,11108.16,11188.65,10811,11115.95,22857247901,11055.94
2020-07-31,11115.99,11460,10975,11351.62,23160469766,11225.6525
2020-08-01,11351.61,11888,11237.82,11810.07,26075670303,11571.875
2020-08-02,11810.07,12134.29,10546.15,11068.54,27410067336,11389.7625
2020-08-03,11067.46,11486.6,10911.74,11233.13,20271713443,11174.7325
2020-08-04,11233.16,11417.11,11006.16,11197.04,21250197042,11213.3675
2020-08-05,11197.05,11798.87,11073.7,11756.75,24411254471,11456.5925
2020-08-06,11756.75,11916.68,11580.19,11773.89,23400740340,11756.8775
2020-08-07,11773.89,11920,11350,11606.52,23132312867,11662.6025
2020-08-08,11606.52,11818.18,11529.45,11774.98,17572057837,11682.2825
2020-08-09,11773.24,11810.24,11532.04,11688.48,17489608833,11701
2020-08-10,11688.25,12086.22,11470.01,11899.73,26114112569,11786.0525
2020-08-11,11899.87,11943,11120,11388.53,27039782640,11587.85
2020-08-12,11388.88,11625,11148.54,11566.45,25064548486,11432.2175
2020-08-13,11566.44,11802.09,11274.14,11795.95,27522199497,11609.655
2020-08-14,11795.95,11865.97,11651.24,11779,24237958589,11773.04
2020-08-15,11777.5,11989.98,11688,11859.24,23354924400,11828.68
2020-08-16,11860.02,11940,11686.53,11918.84,20583375490,11851.3475
2020-08-17,11918.84,12486.61,11775,12304.26,28227687027,12121.1775
2020-08-18,12303.98,12400,11825,11950,26043227672,12119.745
2020-08-19,11954.22,12024.83,11569,11758.87,24502851117,11826.73
2020-08-20,11758.87,11892.16,11671.48,11864.26,20175242945,11796.6925
2020-08-21,11864.26,11884.99,11480,11529.22,23762425999,11689.6175
2020-08-22,11529.99,11693.16,11370,11672.93,20224191306,11566.52
2020-08-23,11672.92,11715,11525.62,11650.01,18482062658,11640.8875
2020-08-24,11650.01,11823.62,11592.91,11753.85,20681511755,11705.0975
2020-08-25,11753.26,11769.76,11102.73,11324.92,26301509932,11487.6675
2020-08-26,11324.92,11539.99,11254.89,11463.27,22466660958,11395.7675
2020-08-27,11463.27,11597.92,11125,11330.06,23240415076,11379.0625
2020-08-28,11330.56,11550.51,11282.09,11535,19807127588,11424.54
2020-08-29,11535,11580,11422.21,11474.31,17485597759,11502.88
2020-08-30,11474.3,11720,11463.87,11716.01,19760127945,11593.545
2020-08-31,11716,11784.66,11576,11655,22285928250,11682.915
2020-09-01,11655,12086,11525.09,11924.22,27311555343,11797.5775
2020-09-02,11924.22,11950,11160,11395.48,28037405299,11607.425
2020-09-03,11395.49,11474.99,10005,10172.52,31927261555,10762
2020-09-04,10172.13,10638.34,9895.22,10500.05,29965130374,10301.435
2020-09-05,10500.05,10564.8,9813,10168.36,44916565292,10261.5525
2020-09-06,10169.58,10358.88,10000,10257.86,37071460174,10196.58
2020-09-07,10258.67,10410.9,9880,10375,33703098409,10231.1425
2020-09-08,10375,10440.91,9819.83,10125.69,33430927462,10190.3575
2020-09-09,10126.41,10349.99,9983.34,10224.56,24128292755,10171.075
2020-09-10,10224.56,10489,10216.41,10343.23,54406443211,10318.3
2020-09-11,10344.24,10411.44,10200,10394.41,45201121775,10337.5225
2020-09-12,10394.41,10483.23,10276.19,10446.52,36750077324,10400.0875
2020-09-13,10446.52,10582.36,10211,10336.76,36506852789,10394.16
2020-09-14,10336.76,10760.62,10253,10679.95,35453581940,10507.5825
2020-09-15,10678.41,10950,10613.18,10783.75,32509451925,10756.335
2020-09-16,10783.36,11099.95,10662.02,10959.61,30769986455,10876.235
2020-09-17,10957.06,11044,10735.55,10943.61,38151810523,10920.055
2020-09-18,10943.99,11039.88,10813,10937.52,26341903912,10933.5975
2020-09-19,10937.5,11179.9,10891.78,11080,22764204008,11022.295
2020-09-20,11081.09,11081.37,10759.37,10920.89,24699523788,10960.68
2020-09-21,10920.94,10994,10180,10416.82,28884999244,10627.94
2020-09-22,10416.83,10576.82,10355,10531.13,23621787804,10469.945
2020-09-23,10531.13,10541.25,10135.22,10235.1,23788661867,10360.675
2020-09-24,10237.41,10795.87,10192.56,10740.01,47144380902,10491.4625
2020-09-25,10740,10765.07,10551,10690.53,39348590957,10686.65
2020-09-26,10690.53,10828,10654.58,10730,46852525493,10725.7775
2020-09-27,10730,10806.32,10595.24,10778.2,53745972818,10727.44
2020-09-28,10779,10956.11,10621.22,10695.55,47762394731,10762.97
2020-09-29,10694.9,10860.79,10636.13,10840.73,46582396602,10758.1375
2020-09-30,10839.98,10847,10657.04,10779.63,44171073700,10780.9125
2020-10-01,10779.63,10931.98,10427.75,10617.63,40023134100,10689.2475
2020-10-02,10616.35,10668.56,10363.76,10573.12,48661453918,10555.4475
2020-10-03,10573.12,10606.36,10498.02,10551.65,44660271563,10557.2875
2020-10-04,10550.32,10697,10521.87,10671.11,71251776995,10610.075
2020-10-05,10670.01,10800,10621.12,10795,47537578009,10721.5325
2020-10-06,10796.97,10800,10524,10602.66,42623695307,10680.9075
2020-10-07,10601.2,10683.75,10546.78,10670.47,37799458436,10625.55
2020-10-08,10670.47,10963.16,10532.11,10933.09,63314794397,10774.7075
2020-10-09,10932.44,11111.11,10834.49,11057.07,22799117613,10983.7775
2020-10-10,11057.07,11498.98,11055.75,11299.5,22877978588,11227.825
2020-10-11,11299.52,11444.25,11276.28,11374.01,19968627060,11348.515
2020-10-12,11374.01,11736.02,11187.6,11535.46,26163972642,11458.2725
2020-10-13,11535.46,11561.45,11312.59,11428.22,24241420251,11459.43
2020-10-14,11428.22,11556.37,11290.83,11427.7,24103426719,11425.78
2020-10-15,11427.7,11641.38,11263.15,11509.34,24487233058,11460.3925
2020-10-16,11509.31,11550.01,11201,11328.95,25635480772,11397.3175
2020-10-17,11328.27,11421,11264.75,11367.89,19130430174,11345.4775
2020-10-18,11367.9,11523,11350.37,11514.2,18283314340,11438.8675
2020-10-19,11514.2,11833,11416.04,11760.45,23860769928,11630.9225
2020-10-20,11760.45,12050,11685,11923.83,30915821592,11854.82
2020-10-21,11923.07,13250.04,11900.01,12808,43414712626,12470.28
2020-10-22,12808.01,13200,12698.02,12987.02,34729759598,12923.2625
2020-10-23,12988.2,13037,12722.72,12937.09,28974975003,12921.2525
2020-10-24,12938,13175,12884.31,13126.24,24542317940,13030.8875
2020-10-25,13126.34,13361,12890.76,13045,24406920575,13105.775
2020-10-26,13045.02,13250,12785,13068.79,29461458313,13037.2025
2020-10-27,13068.79,13793.72,13061.28,13698.18,33749878156,13405.4925
2020-10-28,13740.85,13863.87,12891.57,13281.05,35867318895,13444.335
2020-10-29,13281.06,13650,12976.29,13460,56499499598,13341.8375
2020-10-30,13460,13687.82,13131.31,13571.51,30581485201,13462.66
2020-10-31,13571.51,14098.92,13424.73,13804.81,30306464719,13724.9925
2020-11-01,13803.69,13906.74,13630.05,13771.59,24453857900,13778.0175
2020-11-02,13771.7,13840,13215,13563.22,30771455468,13597.48
2020-11-03,13563.22,14081.45,13290,14035.8,29869951617,13742.6175
2020-11-04,14034.35,14273.6,13530.01,14161.48,35116364962,13999.86
2020-11-05,14165.86,15775,14115,15608.21,40856321439,14916.0175
2020-11-06,15608.06,15977.67,15190.36,15599.95,39837841971,15594.01
2020-11-07,15599.95,15779.24,14310,14834.09,35024953706,15130.82
2020-11-08,14834.09,15666,14721.9,15482.9,26632075029,15176.2225
2020-11-09,15482.89,15856.9,14817.14,15342.25,34149115566,15374.795
2020-11-10,15342.1,15481.06,15090.08,15315.03,25574938143,15307.0675
2020-11-11,15315.46,16000,15293.04,15705.79,29772374934,15578.5725
2020-11-12,15705.79,16370.89,15446.82,16310.81,34175758344,15958.5775
2020-11-13,16310.81,16491.92,15975,16339.56,31599492172,16279.3225
2020-11-14,16339.56,16339.6,15708.24,16082.01,27481710135,16117.3525
2020-11-15,16082.01,16175.6,15796.09,15966.89,23653867583,16005.1475
2020-11-16,15970,16892,15879,16726.64,31526766675,16366.91
2020-11-17,16726.49,17880,16575.42,17679.36,39006849170,17215.3175
2020-11-18,17679.86,18488,17205.02,17782.91,49064800278,17788.9475
2020-11-19,17790.18,18193.29,17356,17821.58,36985055355,17790.2625
2020-11-20,17821.92,18830.3,17764.76,18675.25,36992873940,18273.0575
2020-11-21,18677.84,18980,18350,18721.21,39650210707,18682.2625
2020-11-22,18721.21,18773.56,17610.77,18437.66,41280434226,18385.8
2020-11-23,18437.18,18777.77,18001,18384.82,42741112308,18400.1925
2020-11-24,18384.82,19469,18052.02,19172.84,51469565009,18769.67
2020-11-25,19172.9,19500,18502,18721.93,43710357371,18974.2075
2020-11-26,18717.24,18915.48,16200,17170,61396835737,17750.68
2020-11-27,17169.99,17475,16400,17153.95,38886494645,17049.735
2020-11-28,17155.43,17933.25,16880,17739.85,32601040734,17427.1325
2020-11-29,17736.1,18359,17535.26,18202.04,31133957704,17958.1
2020-11-30,18202.02,19873.23,18201.47,19713.94,47728480399,18997.665
2020-12-01,19713.94,19915.14,18109,18782.97,49633658712,19130.2625
2020-12-02,18778.18,19340,18335,19225.63,37387697139,18919.7025
2020-12-03,19222.45,19625.64,18885,19448.64,31930317405,19295.4325
2020-12-04,19446.43,19546.46,18576.05,18658.1,33872388058,19056.76
2020-12-05,18658.09,19189.98,18501,19158.96,27242455064,18877.0075
2020-12-06,19158.96,19430.25,18878,19375.6,25293775714,19210.7025
2020-12-07,19375.6,19432.57,18901,19177.71,26896357742,19221.72
2020-12-08,19177.08,19299.51,18200,18316.22,31692288756,18748.2025
2020-12-09,18316.22,18647.33,17639,18546.55,34420373071,18287.275
2020-12-10,18546.55,18556.42,17905,18253.44,25547132265,18315.3525
2020-12-11,18257.18,18293.08,17580,18042.15,27919640985,18043.1025
2020-12-12,18044.19,18955.34,18023.57,18821.28,21752580802,18461.095
2020-12-13,18821.28,19421.03,18730,19166.65,25450468637,19034.74
2020-12-14,19166.65,19349.98,18967.68,19272.37,22473997681,19189.17
2020-12-15,19272.37,19565,19051.27,19444.6,26741982541,19333.31
2020-12-16,19443.19,21569.94,19300,21359.65,44409011479,20418.195
2020-12-17,21360.5,23776.94,21252.01,22826.48,71378606374,22303.9825
2020-12-18,22826.37,23280,22329,23137.76,40387896275,22893.2825
2020-12-19,23138.89,24200,22770,23849.99,38487546580,23489.72
2020-12-20,23850,24300,23100,23476.51,37844228422,23681.6275
2020-12-21,23476.51,24118.75,21913.84,22729.4,45852713981,23059.625
2020-12-22,22729.4,23839.78,22380.05,23823.27,44171632681,23193.125
2020-12-23,23824.13,24090,22600,23228.35,51146161904,23435.62
2020-12-24,23226.18,23785,22712.89,23717.96,41080759713,23360.5075
2020-12-25,23718.61,24770.95,23416,24704.71,42068395846,24152.5675
2020-12-26,24704.71,26822,24490.01,26475.35,48332647295,25623.0175
2020-12-27,26482.64,28387,25772.55,26258.65,66479895605,26725.21
2020-12-28,26255.16,27477,26086.19,27040.36,49056742893,26714.6775
2020-12-29,27039.39,27396.77,25833.73,27366.35,45265946774,26909.06
2020-12-30,27366.35,29018.26,27311.73,28897.42,51287442704,28148.44
2020-12-31,28897.42,29321.9,28000,28990.08,46754964848,28802.35
2021-01-01,28990.08,29688.88,28700,29412.84,40730301359,29197.95
2021-01-02,29413.29,33300,29039,32225.91,67865420765,30994.55
2021-01-03,32222.88,34810,32008.62,33080.66,78665235202,33030.54
2021-01-04,33082.84,33666.99,27678,32019.99,81163475344,31611.955
2021-01-05,32020.22,34499.67,29891.13,34030.64,67547324782,32610.415
2021-01-06,34043.91,37000,33352.54,36859.26,75289433811,35313.9275
2021-01-07,36859.26,40425,36200,39505.56,84762141031,38247.455
2021-01-08,39510.55,41986.37,36565.08,40665.15,88107519480,39681.7875
2021-01-09,40642.15,41406.94,38800,40257.43,61984162837,40276.63
2021-01-10,40257.43,41452.12,34444,38171.57,79980747690,38581.28
2021-01-11,38168.89,38273.88,30100,35452.59,123320567399,35498.84
2021-01-12,35456.89,36604.51,32500,34038.98,74773277909,34650.095
2021-01-13,34035.53,37888,32309.04,37393.66,69364315979,35406.5575
2021-01-14,37393.67,40127.66,36751.11,39125.14,63615990033,38349.395
2021-01-15,39123.05,39697,34298.93,36754.67,67760757881,37468.4125
2021-01-16,36754.6,37948,35372.59,36006.94,57706187875,36520.5325
2021-01-17,36004.8,36860,33850.03,35820,52359854336,35633.7075
2021-01-18,35820.01,37402,34736.46,36624.23,49511702429,36145.675
2021-01-19,36624.23,37857,35895.11,35917.28,57244195486,36573.405
2021-01-20,35921.91,36415.34,33387.01,35503.09,66834573161,35306.8375
2021-01-21,35498.85,35628.24,30011,30855.95,75643067688,32998.51
2021-01-22,30855.9,33867,28732,32984.93,77207272511,31609.9575
2021-01-23,32982.66,33488.79,31432.19,32112.01,48354737975,32503.9125
2021-01-24,32110,33086.53,30931.21,32288.56,48643830599,32104.075
2021-01-25,32293.18,34888,31920.8,32261.87,59897054838,32840.9625
2021-01-26,32260.52,32960.37,30830,32510.82,60255421470,32140.4275
2021-01-27,32510.82,32584.62,29156,30407.13,62576762015,31164.6425
2021-01-28,30414.11,34000,29902.14,33488.99,76517157706,31951.31
2021-01-29,33487.92,38570.13,31990,34262.11,117894572511,34577.54
2021-01-30,34262.11,34900,32852.86,34315.63,65141828798,34082.65
2021-01-31,34315.63,34387.75,32200,33137.74,52754542671,33510.28
2021-02-01,33137.75,34728.57,32333,33533.19,61400400660,33433.1275
2021-02-02,33534.39,36000,33450,35512.67,63088585433,34624.265
2021-02-03,35513,37723.72,35393.8,37678.37,61166818159,36577.2225
2021-02-04,37688.42,38769,36156.45,36975,68838074392,37397.2175
2021-02-05,36976.59,38349,36605.87,38311.49,58598066402,37560.7375
2021-02-06,38327.09,41000,38250,39265.43,71326033653,39210.63
2021-02-07,39266.1,39737.83,37371.35,38871.42,65500641143,38811.675
2021-02-08,38871.43,46750,38057.01,46448.1,101467222687,42531.635
2021-02-09,46453.66,48200,45020,46514.73,91809846886,46547.0975
2021-02-10,46514.73,47349.99,43706.86,44850,87301089896,45605.395
2021-02-11,44850,48690,44011,47997.91,81388911810,46387.2275
2021-02-12,47993.6,48912,46300,47408.34,76555041196,47653.485
2021-02-13,47408.34,48199,46300,47232.45,70250456155,47284.9475
2021-02-14,47240.75,49700,47100.13,48680.69,71248675228,48180.3925
2021-02-15,48667.23,49093.44,45768.46,47936.37,77069903166,47866.375
2021-02-16,47935.66,50645,47051.22,49158.71,77049582886,48697.6475
2021-02-17,49141.43,52640.35,48942.87,52170.01,80820545404,50723.665
2021-02-18,52170.01,52549.99,50875,51601.73,52054723579,51799.1825
2021-02-19,51596,56370.05,50725,55983.56,63495496918,53668.6525
2021-02-20,55983.57,57563.57,54000.1,55923.52,68145460026,55867.69
2021-02-21,55921.44,58367,55531.23,57489.16,51897585191,56827.2075
2021-02-22,57489.16,57577.69,46616,54142.13,92052420332,53956.245
2021-02-23,54125.67,54206.22,44888.08,48899.99,106102492824,50529.99
2021-02-24,48899.99,51415.41,47002,49737.82,63695521388,49263.805
2021-02-25,49737.81,52107.83,46700,47058.48,54506565949,48901.03
2021-02-26,47063.9,48464.64,44150,46326.2,350967941479,46501.185
2021-02-27,46319.79,48356.86,45055,46180.75,45910946382,46478.1
2021-02-28,46169.92,46656,43016,45231.75,53443887451,45268.4175
