date,close,volume
2009-01-02,15.832274,1134800
2009-01-05,15.337826,1272300
2009-01-06,16.11985,1918600
2009-01-07,15.948312,1728900
2009-01-08,16.089579,1128500
2009-01-09,15.786859,1677500
2009-01-12,14.964471,1354000
2009-01-13,15.62541,1250300
2009-01-14,15.191509,1530600
2009-01-15,15.090607,2194900
2009-01-16,16.326708,1560100
2009-01-20,14.525533,1961600
2009-01-21,15.872632,2835800
2009-01-22,15.307551,1524400
2009-01-23,15.867585,1325000
2009-01-26,16.326708,1467300
2009-01-27,16.422573,1153600
2009-01-28,17.709126,2029900
2009-01-29,16.962427,2526600
2009-01-30,16.094625,2770400
2009-02-02,16.654665,1247100
2009-02-03,17.043152,1739400
2009-02-04,16.730335,1819700
2009-02-05,16.684929,1607200
2009-02-06,17.693993,1779900
2009-02-09,17.855452,1599600
2009-02-10,16.584017,3324000
2009-02-11,16.770704,2732100
2009-02-12,16.452839,2046300
2009-02-13,15.615316,1774600
2009-02-17,14.374166,2691100
2009-02-18,14.404433,2486400
2009-02-19,13.571962,1989400
2009-02-20,15.110786,3491900
2009-02-23,13.844402,2226800
2009-02-24,14.641574,2787600
2009-02-25,14.596162,1887200
2009-02-26,14.490214,2369300
2009-02-27,15.080506,2253700
2009-03-02,13.60223,2234800
2009-03-03,14.076493,1907500
2009-03-04,14.111807,1874500
2009-03-05,13.435738,2576500
2009-03-06,13.284371,2760400
2009-03-09,13.965492,1937100
2009-03-10,15.761629,3263500
2009-03-11,15.86254,3084200
2009-03-12,16.627359,2814400
2009-03-13,16.555986,1287500
2009-03-16,15.102806,1766900
2009-03-17,16.12258,1991900
2009-03-18,16.785429,2358900
2009-03-19,16.4897,2163900
2009-03-20,15.383249,1953000
2009-03-23,17.642042,3105800
2009-03-24,16.12768,2689200
2009-03-25,16.632469,1849900
2009-03-26,17.264727,2255100
2009-03-27,16.918001,2016800
2009-03-30,16.183764,1978200
2009-03-31,16.918001,2491500
2009-04-01,16.948603,1647800
2009-04-02,18.029562,2897700
2009-04-03,19.681583,3084700
2009-04-06,18.865765,2828700
2009-04-07,17.259626,1889900
2009-04-08,17.667543,2170200
2009-04-09,19.793753,2751000
2009-04-13,20.038506,1793600
2009-04-14,18.269201,3930600
2009-04-15,18.804585,5332400
2009-04-16,18.763786,3620800
2009-04-17,18.600628,2566900
2009-04-20,17.366701,3627600
2009-04-21,18.30999,3602400
2009-04-22,17.886784,3219300
2009-04-23,19.013632,2286700
2009-04-24,19.574505,3167100
2009-04-27,18.988142,3113700
2009-04-28,18.66181,2037900
2009-04-29,19.074816,2902000
2009-04-30,18.360981,3520000
2009-05-01,17.805204,2171900
2009-05-04,19.212496,3258100
2009-05-05,19.299164,1917800
2009-05-06,19.569414,2235900
2009-05-07,18.029562,2482800
2009-05-08,18.559832,3590000
2009-05-11,17.61655,2470100
2009-05-12,18.299797,2420100
2009-05-13,17.422791,2308900
2009-05-14,17.79501,2774100
2009-05-15,17.198441,2034300
2009-05-18,18.733191,4371400
2009-05-19,17.927578,2096500
2009-05-20,17.978567,1985100
2009-05-21,17.896976,1767200
2009-05-22,17.54516,1262200
2009-05-26,18.544546,1951700
2009-05-27,17.519669,2324800
2009-05-28,17.687931,2232900
2009-05-29,18.238611,2939800
2009-06-01,19.013632,2514000
2009-06-02,18.850479,1977700
2009-06-03,18.53434,1698200
2009-06-04,19.181894,2220700
2009-06-05,18.809683,1529400
2009-06-08,18.672009,1417300
2009-06-09,18.865765,1111500
2009-06-10,18.646517,1385800
2009-06-11,18.312073,834800
2009-06-12,18.991247,870400
2009-06-15,18.101116,1816800
2009-06-16,17.848997,1023000
2009-06-17,17.169813,1278200
2009-06-18,17.339613,1422700
2009-06-19,17.843853,1561900
2009-06-22,16.922844,1345500
2009-06-23,17.041185,988200
2009-06-24,17.375626,1127600
2009-06-25,17.730658,1055000
2009-06-26,17.519693,1433600
2009-06-29,17.864426,1530900
2009-06-30,18.445852,1550900
2009-07-01,18.548756,1265200
2009-07-02,18.10626,1842300
2009-07-06,18.70826,1856800
2009-07-07,18.065096,1599500
2009-07-08,18.183434,1447500
2009-07-09,17.941612,1104800
2009-07-10,17.828424,745000
2009-07-13,18.579626,1562000
2009-07-14,19.032413,1188200
2009-07-15,19.536654,2043400
2009-07-16,19.577812,1251200
2009-07-17,19.125029,1002200
2009-07-20,19.639559,1200400
2009-07-21,19.649843,1281300
2009-07-22,19.840225,1178700
2009-07-23,20.220976,1097300
2009-07-24,20.570858,877200
2009-07-27,20.123215,1488600
2009-07-28,20.478237,911800
2009-07-29,20.123215,1133800
2009-07-30,20.457653,1562500
2009-07-31,20.864132,1075400
2009-08-03,21.275753,1031500
2009-08-04,21.759413,2298200
2009-08-05,22.726715,2358800
2009-08-06,22.634119,2346600
2009-08-07,23.663166,1820600
2009-08-10,23.071463,1638500
2009-08-11,22.82963,1360700
2009-08-12,22.968559,1146200
2009-08-13,23.071463,1365400
2009-08-14,22.381992,2001800
2009-08-17,21.754267,1834500
2009-08-18,21.409531,1878300
2009-08-19,20.977329,1360700
2009-08-20,21.821156,1163500
2009-08-21,22.469469,1024300
2009-08-24,22.289371,853700
2009-08-25,22.135019,1131500
2009-08-26,22.155602,1185600
2009-08-27,22.469469,876700
2009-08-28,22.701006,944300
2009-08-31,22.423161,1350700
2009-09-01,21.388958,2196900
2009-09-02,21.018496,1223400
2009-09-03,21.882898,1429500
2009-09-04,21.846882,964900
2009-09-08,22.737013,1338000
2009-09-09,22.793612,1468900
2009-09-10,22.947971,878700
2009-09-11,22.719734,577300
2009-09-14,23.362951,589000
2009-09-15,23.767546,864200
2009-09-16,24.244762,1117600
2009-09-17,23.513378,2069000
2009-09-18,23.238457,1609200
2009-09-21,23.139898,880000
2009-09-22,23.684551,897800
2009-09-23,23.601551,2346200
2009-09-24,22.999855,1958600
2009-09-25,22.553749,1216500
2009-09-28,23.451136,1274000
2009-09-29,23.601551,1491000
2009-09-30,23.710478,1127400
2009-10-01,23.04653,1959200
2009-10-02,22.59005,994800
2009-10-05,22.849415,1824600
2009-10-06,23.440756,4613700
2009-10-07,23.394072,1144600
2009-10-08,23.762362,974800
2009-10-09,23.720861,849400
2009-10-12,23.949093,605200
2009-10-13,23.399254,1564000
2009-10-14,24.000971,1072300
2009-10-15,23.814234,592400
2009-10-16,23.404442,937100
2009-10-19,23.751974,664600
2009-10-20,23.321457,733500
2009-10-21,23.248827,911700
2009-10-22,24.063219,1207100
2009-10-23,23.622301,1697000
2009-10-26,23.736418,984000
2009-10-27,23.560057,1188200
