date,close,volume
2018-08-02,9.93715,21000
2018-08-03,9.93715,0
2018-08-06,9.907309,6600
2018-08-07,9.897362,500
2018-08-08,9.897362,0
2018-08-09,9.847627,500
2018-08-10,9.797894,4100
2018-08-13,9.758103,710800
2018-08-14,9.748156,50100
2018-08-15,9.797894,524700
2018-08-16,9.807837,22900
2018-08-17,9.777997,402100
2018-08-20,9.777997,0
2018-08-21,9.748156,2100
2018-08-22,9.748156,24800
2018-08-23,9.758103,334300
2018-08-24,9.748156,100000
2018-08-27,9.69842,2381000
2018-08-28,9.69842,685100
2018-08-29,9.748156,52600
2018-08-30,9.748156,300
2018-08-31,9.678525,10600
2018-09-04,9.738207,100
2018-09-05,9.748156,2100
2018-09-06,9.748156,3800
2018-09-07,9.728258,4300
2018-09-10,9.817785,125100
2018-09-11,9.69842,179800
2018-09-12,9.748156,483000
2018-09-13,9.748156,0
2018-09-14,9.748156,600
2018-09-17,9.69842,264600
2018-09-18,9.718313,7200
2018-09-19,9.728258,280800
2018-09-20,9.678525,47900
2018-09-21,9.69842,74300
2018-09-24,9.718313,400
2018-09-25,9.718313,47300
2018-09-26,9.697424,2300
2018-09-27,9.69842,9000
2018-09-28,9.69842,65400
2018-10-01,9.69842,8200
2018-10-02,9.678525,359600
2018-10-03,9.681511,800
2018-10-04,9.708365,62800
2018-10-05,9.668579,41300
2018-10-08,9.69842,2000
2018-10-09,9.668579,3300
2018-10-10,9.688472,391300
2018-10-11,9.688472,15900
2018-10-12,9.69842,284400
2018-10-15,9.678525,6200
2018-10-16,9.688472,10100
2018-10-17,9.69842,19000
2018-10-18,9.708365,400
2018-10-19,9.768048,2600
2018-10-22,9.69842,4900
2018-10-23,9.708365,1300
2018-10-24,9.648685,2600
2018-10-25,9.708365,700
2018-10-26,9.648685,5300
2018-10-29,9.69842,1000
2018-10-30,9.688472,8900
2018-10-31,9.658629,1000
2018-11-01,9.658629,100
2018-11-02,9.69842,1200
2018-11-05,9.668579,13800
2018-11-06,9.718313,4100
2018-11-07,9.648685,69300
2018-11-08,9.648685,279700
2018-11-09,9.787944,15300
2018-11-12,9.777997,3200
2018-11-13,9.69842,500
2018-11-14,9.748156,63900
2018-11-15,9.748156,1200
2018-11-16,9.797894,300
2018-11-19,9.69842,119400
2018-11-20,9.758103,7600
2018-11-21,9.69842,8800
2018-11-23,9.777997,900
2018-11-26,9.69842,15700
2018-11-27,10.006782,11300
2018-11-28,9.758103,2000
2018-11-29,9.817785,4300
2018-11-30,9.797894,2100
2018-12-03,9.768048,19700
2018-12-04,9.768048,1100
2018-12-06,9.797894,50500
2018-12-07,9.728258,62800
2018-12-10,9.827731,27000
2018-12-11,9.797894,52300
2018-12-12,9.817785,51100
2018-12-13,9.748156,20200
2018-12-14,9.668579,45700
2018-12-17,9.69842,2200
2018-12-18,9.69842,42700
2018-12-19,9.768048,10700
2018-12-20,9.748156,6800
2018-12-21,9.748156,212100
2018-12-24,9.748156,100
2018-12-26,9.748156,2300
2018-12-27,9.678525,2800
2018-12-28,9.678525,8600
2018-12-31,9.748156,21400
2019-01-02,9.69842,2300
2019-01-03,9.69842,1800
2019-01-04,9.728258,16000
2019-01-07,9.758103,18400
2019-01-08,9.748156,221400
2019-01-09,9.768048,25400
2019-01-10,9.718313,39900
2019-01-11,9.787944,35000
2019-01-14,9.777997,27100
2019-01-15,9.797894,16300
2019-01-16,9.758103,21600
2019-01-17,9.797894,400
2019-01-18,9.797894,326000
2019-01-22,9.777997,426900
2019-01-23,9.827731,400
2019-01-24,9.817785,395600
2019-01-25,9.807837,101100
2019-01-28,9.817785,103800
2019-01-29,9.807837,2400
2019-01-30,9.83768,4900
2019-01-31,9.817785,7200
2019-02-01,9.897362,700
2019-02-04,9.777997,92000
2019-02-05,9.807837,594400
2019-02-06,9.897362,6300
2019-02-07,9.897362,8800
2019-02-08,9.897362,1800
2019-02-11,9.887414,4000
2019-02-12,9.927199,51100
2019-02-13,9.877467,15100
2019-02-14,9.877467,600700
2019-02-15,9.83768,7400
2019-02-19,9.83768,3100
2019-02-20,9.807837,92700
2019-02-21,9.897362,2700
2019-02-22,9.847627,3000
2019-02-25,9.847627,100
2019-02-26,9.897362,3300
2019-02-27,9.877467,74000
2019-02-28,9.877467,0
2019-03-01,9.887414,23600
2019-03-04,9.897362,1400
2019-03-05,9.947095,488600
2019-03-06,9.976937,9300
2019-03-07,9.917256,52200
2019-03-08,9.917256,11600
2019-03-11,9.907309,140100
2019-03-12,9.877467,65800
2019-03-13,9.897362,513800
2019-03-14,9.897362,10200
2019-03-15,9.927199,800
