date,close,volume
2009-01-02,9.567472,32276400
2009-01-05,10.097009,51357800
2009-01-06,11.023701,70888800
2009-01-07,10.014717,50379400
2009-01-08,10.465539,40728000
2009-01-09,10.286641,32749000
2009-01-12,9.102335,40571600
2009-01-13,9.231141,41937000
2009-01-14,8.240046,66520600
2009-01-15,8.476192,50341600
2009-01-16,8.730227,56075600
2009-01-20,7.921607,46132800
2009-01-21,8.408214,51484800
2009-01-22,8.071886,41537200
2009-01-23,8.161329,54217800
2009-01-26,8.923435,69604800
2009-01-27,9.170315,42764600
2009-01-28,10.04334,59038800
2009-01-29,9.546,42584600
2009-01-30,8.994997,40132200
2009-02-02,8.79821,38380800
2009-02-03,9.005728,39131800
2009-02-04,9.760683,72825200
2009-02-05,10.143522,62373600
2009-02-06,10.665908,62454400
2009-02-09,10.490586,58126800
2009-02-10,9.764258,46920000
2009-02-11,9.989674,51687400
2009-02-12,10.519206,51104800
2009-02-13,10.916365,49038400
2009-02-17,9.703428,49857000
2009-02-18,10.175725,71531000
2009-02-19,10.114898,48044200
2009-02-20,10.297375,45834600
2009-02-23,9.424352,46210200
2009-02-24,10.014717,42699200
2009-02-25,10.490586,56739800
2009-02-26,10.766086,51328000
2009-02-27,10.884159,47881400
2009-03-02,9.478024,61594400
2009-03-03,10.164989,55129800
2009-03-04,11.524614,90730800
2009-03-05,11.324248,56796600
2009-03-06,12.122137,65312800
2009-03-09,11.563975,54320400
2009-03-10,12.225895,60171200
2009-03-11,12.72323,57747400
2009-03-12,13.152585,51854400
2009-03-13,13.252769,49113800
2009-03-16,13.331484,44771800
2009-03-17,13.213414,43141400
2009-03-18,13.549738,67963400
2009-03-19,14.326163,71975600
2009-03-20,13.954049,41884200
2009-03-23,14.980931,39773800
2009-03-24,14.623129,35161800
2009-03-25,14.547993,42744000
2009-03-26,15.403126,46627200
2009-03-27,15.070378,30680800
2009-03-30,13.785884,43989400
2009-03-31,13.635617,55384400
2009-04-01,14.208087,39319800
2009-04-02,14.873589,43347400
2009-04-03,15.267172,40148600
2009-04-06,14.937991,31817000
2009-04-07,14.798446,35730600
2009-04-08,14.53368,32057800
2009-04-09,15.77881,39514400
2009-04-13,16.311932,35877000
2009-04-14,15.836056,34891800
2009-04-15,16.029274,33033400
2009-04-16,15.650003,34969600
2009-04-17,15.528359,29151200
2009-04-20,13.993409,36351000
2009-04-21,14.573039,32364600
2009-04-22,14.472856,45896800
2009-04-23,14.011297,32625800
2009-04-24,14.644593,31079800
2009-04-27,14.197354,26128600
2009-04-28,13.692863,31514400
2009-04-29,14.655334,34560200
2009-04-30,15.260011,36331200
2009-05-01,15.914768,34032200
2009-05-04,17.403208,43291400
2009-05-05,17.893387,39912200
2009-05-06,18.551729,44251200
2009-05-07,17.546333,36815400
2009-05-08,18.533831,33112400
2009-05-11,18.240452,24620000
2009-05-12,17.571371,35138200
2009-05-13,16.4622,34555200
2009-05-14,16.497988,33127800
2009-05-15,16.161654,30690400
2009-05-18,17.41394,29428600
2009-05-19,17.718075,24060600
2009-05-20,17.889814,26656200
2009-05-21,17.406784,29161600
2009-05-22,17.295872,23376800
2009-05-26,17.886236,23966800
2009-05-27,17.800356,30144000
2009-05-28,18.676966,34880800
2009-05-29,19.474842,33287000
2009-06-01,20.795115,39193600
2009-06-02,20.35145,34692000
2009-06-03,19.199341,41557000
2009-06-04,20.154661,30366000
2009-06-05,20.45163,34909600
2009-06-08,20.20833,23274800
2009-06-09,21.095661,34170000
2009-06-10,21.428419,41304600
2009-06-11,21.618044,36691600
2009-06-12,20.934656,34346200
2009-06-15,19.728878,33386200
2009-06-16,18.744947,47104200
2009-06-17,18.061558,56453800
2009-06-18,18.068707,34321200
2009-06-19,18.222555,31581200
2009-06-22,16.16523,50517000
2009-06-23,16.880823,46498200
2009-06-24,17.460455,44259400
2009-06-25,18.158152,35324800
2009-06-26,18.086599,27620000
2009-06-29,18.007889,27871000
2009-06-30,17.929173,33517000
2009-07-01,18.093758,38249400
2009-07-02,17.789621,25247200
2009-07-06,16.437159,53929800
2009-07-07,16.100832,48179200
2009-07-08,16.136608,59170400
2009-07-09,16.705507,42448600
2009-07-10,16.687618,29424800
2009-07-13,17.142017,34483000
2009-07-14,17.238623,35587600
2009-07-15,18.21541,51883000
