top_n,tier_cutoff,trailing_stop,atr_stop_mult,rsi_hi,use_regime,train_cagr,train_dd,train_mar,train_win,val_cagr,val_dd,val_mar,val_win,val_sharpe
12,60.0,0.3,2.5,80.0,False,0.04799195559105618,-0.17109603980975918,0.2804971736599993,0.42950108459869846,0.6570490474685169,-0.18021157253134468,3.645986982074831,0.4917218543046358,1.8071145296153688
12,50.0,0.2,2.5,70.0,True,0.047056319520561773,-0.16798669117780984,0.28011933082695106,0.39436619718309857,0.5487138441501325,-0.24126146071868848,2.2743534856979677,0.4764795144157815,1.5808160045298332
12,50.0,0.25,2.5,70.0,True,0.047056319520561773,-0.16798669117780984,0.28011933082695106,0.39436619718309857,0.5694643556797905,-0.23335182008547328,2.440368176563629,0.4771341463414634,1.6161819749308741
5,50.0,0.2,3.0,80.0,True,0.027683934727411597,-0.10179677581868551,0.27195296221091136,0.45263157894736844,0.32498663327155564,-0.1722336339285906,1.8868941324567166,0.5265486725663717,1.3619098239581409
5,50.0,0.25,3.0,80.0,True,0.027683934727411597,-0.10179677581868551,0.27195296221091136,0.45263157894736844,0.3252725010007935,-0.17787166026571677,1.8286921059536936,0.5287610619469026,1.3591534451822316
5,50.0,0.3,3.0,80.0,True,0.027683934727411597,-0.10179677581868551,0.27195296221091136,0.45263157894736844,0.3480126003330051,-0.16292812325726358,2.13598851674915,0.5333333333333333,1.4361050002048257
8,50.0,0.2,2.5,80.0,True,0.04397407903249562,-0.17103402557681502,0.25710719772976354,0.4266304347826087,0.49269179179681366,-0.2171265586644877,2.269145676269571,0.4927797833935018,1.5037764463482837
8,50.0,0.25,2.5,80.0,True,0.04397407903249562,-0.17103402557681502,0.25710719772976354,0.4266304347826087,0.508826478919189,-0.20567990379775702,2.4738755197956186,0.4972875226039783,1.5317212377863203
12,70.0,0.2,2.0,80.0,False,0.03899666084482023,-0.15412177825846485,0.2530249863807188,0.4122137404580153,0.29700394303066235,-0.2180778258359315,1.3619172049803454,0.45225225225225224,1.100895126115284
12,70.0,0.25,2.0,80.0,False,0.03899666084482023,-0.15412177825846485,0.2530249863807188,0.4122137404580153,0.31051160156103563,-0.21807782583593116,1.4238568289590623,0.4548736462093863,1.1373835139693216
12,70.0,0.3,2.0,80.0,False,0.03899666084482023,-0.15412177825846485,0.2530249863807188,0.4122137404580153,0.3227942863260531,-0.2196380880227753,1.4696644340328673,0.45569620253164556,1.1633916161326996
12,60.0,0.2,2.5,70.0,False,0.0434649796803821,-0.1761603336055082,0.24673533928311675,0.40772532188841204,0.521336105523238,-0.2115422351980265,2.464453989697191,0.48119122257053293,1.5420725796783643
12,60.0,0.25,2.5,70.0,False,0.0434649796803821,-0.1761603336055082,0.24673533928311675,0.40772532188841204,0.5493477702309209,-0.21154223519802695,2.5968704061232524,0.48427672955974843,1.594474473889478
12,60.0,0.3,2.5,70.0,False,0.0434649796803821,-0.1761603336055082,0.24673533928311675,0.40772532188841204,0.5755199235206534,-0.21154223519802662,2.7205911055156617,0.48657187993680884,1.6379696519342002
12,60.0,0.2,2.0,70.0,False,0.037770630153806994,-0.15685653947580158,0.2407972933741402,0.3900414937759336,0.4703065969269351,-0.20572124178030193,2.2861353200910317,0.4505327245053272,1.445157049428746
12,60.0,0.25,2.0,70.0,False,0.037770630153806994,-0.15685653947580158,0.2407972933741402,0.3900414937759336,0.4990326048927638,-0.20572124178030193,2.4257709149242888,0.4534351145038168,1.5037545514803643
12,60.0,0.3,2.0,70.0,False,0.037770630153806994,-0.15685653947580158,0.2407972933741402,0.3900414937759336,0.5129057428753039,-0.20572124178030216,2.49320749980236,0.45329249617151607,1.5262365915834784
8,70.0,0.2,2.0,80.0,False,0.03864220212892544,-0.1608666218030571,0.24021267865147078,0.40789473684210525,0.276312768113264,-0.21388673012763249,1.2918649415434986,0.4563106796116505,1.0461721160943858
